chr	start	end	strand	pvalue	qvalue	meth.diff	target.row	dist.to.feature	feature.name	feature.strand	prom	exon	intron	CpGi	shores
chr4	147708222	147708222	+	0.00387947500990364	0.0343410871853843	29.5833333333333	9754	-5592	NM_001127188.2	-	0	0	0	0	0
chr4	147709294	147709294	+	0.000670284661915458	0.00833426785178462	48.4848484848485	9760	-6664	NM_001127188.2	-	0	0	0	0	0
chr4	147711017	147711017	+	0.00419781372528717	0.0364972911759176	26.1904761904762	9768	-8387	NM_001127188.2	-	0	0	0	0	0
chr4	147718328	147718328	+	0.00318994708847473	0.0295403415464136	29.2295780100658	9780	-15698	NM_001127188.2	-	0	0	0	0	0
chr4	147757807	147757807	+	1.10776338255602e-06	3.02088777797205e-05	50.9501797637391	9857	51982	NM_001127189.3	-	0	1	0	0	0
chr4	147764347	147764347	+	3.56614102263639e-05	0.000683647459907128	39.3033075299085	9859	45442	NM_001127189.3	-	0	0	1	0	0
chr5	10236861	10236861	+	0.00315823497008455	0.029352485954042	33.125	9898	-65525	XR_868250.2	+	0	0	0	0	0
chr5	10245326	10245326	+	0.00164928574385925	0.0176238152420758	25	9913	-57060	XR_868250.2	+	0	0	0	0	0
chr5	14903538	14903538	+	3.42596951539144e-13	3.25955429583348e-11	51.0815709969789	9918	-2567	XR_003955867.1	+	0	0	0	0	0
chr5	14949986	14949986	+	3.38780393607487e-08	1.31461556014345e-06	25.8056758056758	9935	4694	NR_001584.3	+	0	0	1	0	0
chr5	14973475	14973475	+	1.66575248456367e-08	6.87952692299675e-07	31.8303226259928	9962	5425	NM_001281514.1	-	0	0	1	0	0
chr5	14973621	14973621	+	9.80869796222467e-12	7.41089967605802e-10	36.969696969697	9965	5279	NM_001281514.1	-	0	0	1	0	0
chr5	14989822	14989822	+	0.00210397132676349	0.0214135640052339	32.7767470624613	9976	-10868	XM_006503517.4	-	0	0	0	0	0
chr5	14991067	14991067	+	1.25870745756306e-05	0.000267225516134575	26.7391304347826	9980	-12113	XM_006503517.4	-	0	0	0	0	0
chr5	15011718	15011718	+	1.07805926479668e-05	0.000233505135661874	51.5521064301552	10019	21245	XM_030254767.1	-	0	0	0	0	0
chr5	15011720	15011720	+	2.18954560363237e-05	0.000441252317480026	47.3776223776224	10020	21243	XM_030254767.1	-	0	0	0	0	0
chr5	15019889	15019889	+	9.40210166278003e-15	1.2076287305412e-12	39.9208071941416	10027	13074	XM_030254767.1	-	0	0	0	0	0
chr5	15022495	15022495	+	0.000898128998616271	0.0106027450243286	28.0672268907563	10037	10468	XM_030254767.1	-	0	0	0	0	0
chr5	15037445	15037445	+	7.03723905292763e-06	0.000159978768837431	28.2949534541891	10050	-4430	XM_006503599.4	-	0	0	0	0	0
chr5	15508604	15508604	+	1.79593680713018e-06	4.7076423937551e-05	38.2352941176471	10091	-2959	XR_001784802.1	+	0	0	0	0	0
chr5	15582417	15582417	+	1.14829984092722e-08	4.91634717752939e-07	33.2086916780922	10125	5126	NM_001310450.2	+	0	0	1	0	0
chr5	15589767	15589767	+	5.37857193093278e-05	0.000960830066441257	28.4444444444444	10131	12476	NM_001310450.2	+	0	0	1	0	0
chr5	15601993	15601993	+	0.000154147206677012	0.00239118851640017	28.797342192691	10151	3127	XR_003955869.1	-	0	0	1	0	0
chr5	15615103	15615103	+	0.000256274068904847	0.00369969979681967	26.1021543729491	10184	-3996	NM_025759.3	+	0	0	1	0	0
chr5	15615973	15615973	+	0.000601161508465867	0.00760735384321071	25.0669045495094	10188	-3126	NM_025759.3	+	0	0	1	0	0
chr5	15680643	15680643	+	1.25020067719346e-05	0.000265858949947431	32.4153406772746	10226	-67	NR_001585.3	+	1	0	0	0	0
chr5	15680646	15680646	+	9.23664527573938e-07	2.56791582485563e-05	40.0641025641026	10227	-64	NR_001585.3	+	1	0	0	0	0
chr5	15689588	15689588	+	8.27803927103697e-11	5.3699567269999e-09	26.4635761589404	10245	8880	NR_001585.3	+	0	0	1	0	0
chr5	32730451	32730451	+	0.00364762511487236	0.0328778815776672	33.048433048433	10317	3171	XR_003955740.1	-	0	1	0	0	0
chr5	93529966	93529966	+	0.00511195493194219	0.0425805372293562	29.8837209302325	10448	6366	XM_006535296.3	-	0	0	1	0	0
chr5	93537010	93537010	+	0.000146810592953273	0.00229679762038809	36.3636363636364	10454	-680	XM_006535296.3	-	1	0	0	0	0
chr5	93538165	93538165	+	0.0046083374076741	0.0391990747264047	28.5384615384615	10456	-1835	XM_006535296.3	-	0	0	0	0	0
chr5	93567387	93567387	+	0.00283417592802836	0.0270653105520807	28.6868686868687	10474	-31057	XM_006535296.3	-	0	0	0	0	0
chr5	93657435	93657435	+	5.19815374523136e-05	0.000937729590761733	42.600422832981	10548	13933	XM_006535030.2	-	0	0	1	0	0
chr5	93663132	93663132	+	0.000403446335474373	0.00540914669937901	34.2421812349639	10559	8236	XM_006535030.2	-	0	0	1	0	0
chr6	3182778	3182778	+	0.00198817446251733	0.0204130817512704	43.6363636363636	10730	-338	XR_003956382.1	+	1	0	0	0	0
chr6	3182812	3182812	+	0.000535335781792373	0.0069035969475026	45.8625525946704	10732	-304	XR_003956382.1	+	1	0	0	0	0
chr6	3183069	3183069	+	0.000250722531253382	0.0036305986162775	44.6969696969697	10734	-47	XR_003956382.1	+	1	0	0	0	0
chr6	3183151	3183151	+	3.97435402815421e-05	0.000748498044243067	39.5408163265306	10737	37	XR_003956382.1	+	1	1	0	0	0
chr6	3235628	3235628	+	8.33113320232064e-05	0.00141356795930332	28.021978021978	10784	52514	XR_003956382.1	+	0	0	0	0	0
chr6	47753317	47753317	+	7.04274673669474e-05	0.00121747976337348	25	10900	-1949	XR_003956295.1	+	0	0	0	1	0
chr6	47759500	47759500	+	0.00384055221652198	0.0340905208790393	25.0398724082935	10905	4236	XR_003956295.1	+	0	0	0	0	1
chr7	21258662	21258662	+	0.00095445046081088	0.0111548617839717	28.9565826330532	11137	1956	NM_001166757.1	-	0	0	0	0	0
chr7	33831900	33831900	+	0.000869841977383192	0.010316215353917	29.1271347248577	11186	88119	NM_001099329.3	+	0	0	0	0	0
chr8	15519943	15519943	+	0.000336403762626875	0.00466614630627094	31.7741935483871	11374	-10458	XR_001778522.1	+	0	0	0	0	0
chr8	19683798	19683798	+	3.19364376598077e-05	0.000618701881552452	35.8668653750621	11384	-20513	XM_017312928.1	+	0	0	0	0	0
chr8	19711374	19711374	+	2.75093203046821e-05	0.000540161778639205	40.0462962962963	11472	7065	XM_017312928.1	+	0	0	1	0	0
chr8	19785037	19785037	+	0.00371187828978912	0.0332442343358086	25.9929906542056	11553	55463	NM_001039553.2	+	0	0	0	1	0
chr8	20593118	20593118	+	0.000618952024869024	0.00777883547592317	31.7099567099567	12287	-21286	XR_003947210.1	+	0	0	0	0	0
chr8	71830167	71830167	+	1.22091727131683e-05	0.000260856270887279	38.5964912280702	12683	14181	XR_870508.2	+	0	0	1	0	0
chrX	15934575	15934575	+	0.0058605059548709	0.0466091388316274	29.9145299145299	14651	-37807	XR_003953142.1	-	0	0	0	0	0
chrX	32601662	32601662	+	8.58380178199938e-05	0.00145068988170585	28.8851351351351	14771	41609	NM_027955.3	+	0	0	0	0	0
chrX	169987265	169987265	+	1.22461728670554e-05	0.000260856270887279	49.2063492063492	15062	7270	XM_006528739.4	+	0	0	1	1	0
chrX	169987271	169987271	+	0.0054348390727061	0.0443670077524319	33.596837944664	15063	7276	XM_006528739.4	+	0	0	1	1	0
