chr	start	end	strand	pvalue	qvalue	meth.diff	target.row	dist.to.feature	feature.name	feature.strand	prom	exon	intron	CpGi	shores
chr4	147518896	147518896	+	0.000635327919126239	0.00796127396307015	-26.1686991869919	9575	18212	NM_001039209.4	+	0	0	0	0	0
chr4	147519000	147519000	+	0.00392503048035276	0.0346726568171882	-25.4135338345865	9576	18316	NM_001039209.4	+	0	0	0	0	0
chr4	147586178	147586178	+	0.00634292347593738	0.0494495370060455	-25.2439817826936	9610	5443	XM_017320301.2	+	0	0	0	0	0
chr4	147618970	147618970	+	2.49967717605837e-05	0.000497004019065626	-40.9090909090909	9621	-471	XM_017319919.1	-	1	0	1	0	0
chr4	147708114	147708114	+	0.0025218481173314	0.0247450180107898	-25.75	9753	-5484	NM_001127188.2	-	0	0	0	0	0
chr5	14903509	14903509	+	1.88517395276544e-05	0.000384954392069741	-30.0412735849057	9917	-2596	XR_003955867.1	+	0	0	0	0	0
chr5	15023220	15023220	+	0.00245798797372783	0.0242480748160005	-34.6723044397463	10042	9743	XM_030254767.1	-	0	0	0	0	0
chr5	15508620	15508620	+	0.000604294596311075	0.00763196292102179	-30.9106334841629	10092	-2943	XR_001784802.1	+	0	0	0	0	0
chr5	15589806	15589806	+	2.0349521636824e-07	6.63386266803895e-06	-53.5	10132	12515	NM_001310450.2	+	0	0	1	0	0
chr5	15630437	15630437	+	0.000373130897998788	0.00506615614151343	-29.5487804878049	10201	3669	XR_389756.3	-	0	0	1	0	0
chr5	26269779	26269779	+	0.00102218912848571	0.0118175022229483	-30.0365185636032	10288	12019	NM_001281527.1	+	0	0	0	0	0
chr5	95053800	95053800	+	0.00306212442476077	0.0287085171130082	-36.0805860805861	10650	-54656	XM_017321260.1	+	0	0	0	0	0
chr8	14289492	14289492	+	0.00176986388586592	0.0186332465639128	-37.1428571428572	11358	-16182	XR_003947721.1	-	0	0	1	0	0
chr8	20279165	20279165	+	0.000680586593665748	0.00844324621690721	-32	11724	-17967	XR_870186.1	-	0	0	1	0	0
chr8	20597690	20597690	+	0.00388489120307361	0.0343416960798928	-34.1891891891892	12323	-16714	XR_003947210.1	+	0	0	0	0	0
chrX	169981233	169981233	+	0.000781670663600059	0.00941694161460793	-31.6602316602317	14981	1238	XM_006528739.4	+	0	0	1	0	0
chrY	90799272	90799272	+	0.000450459488666904	0.00595861058160453	-27.2203947368421	15254	5587	XR_001782922.1	+	0	0	1	0	0
chrY	90799327	90799327	+	5.16763151544216e-06	0.000122654434575581	-28.1929347826087	15255	5642	XR_001782922.1	+	0	0	1	0	0
