chr	start	end	strand	pvalue	qvalue	meth.diff
chr15	6683411	6683411	+	0.000551461521594413	0.00896732914755708	-36.7251461988304
chr17	3079414	3079414	+	8.57646976899044e-28	1.67487440074539e-25	-32.5914592989245
chr17	3079539	3079539	+	8.17991681793267e-33	2.36240047511332e-30	-33.7918660287081
chr17	3079551	3079551	+	3.68021507112107e-23	4.3369751518208e-21	-32.1876377038016
chr17	3079563	3079563	+	5.51467861260309e-25	7.96333243019664e-23	-35.1991700243685
chr17	3080717	3080717	+	4.89650326796591e-19	3.61163818000273e-17	-29.2195320545058
chr17	3080915	3080915	+	1.38287737491305e-12	5.44263149701864e-11	-33.8236168063232
chr17	3082530	3082530	+	1.4981530943366e-24	2.03442756240167e-22	-35.2158612994593
chr4	3086349	3086349	+	0.00040164974356133	0.00675072856372693	-46.4114832535885
chr4	146446929	146446929	+	0.000766727784441645	0.0120381848321994	-30.4054054054054
chr4	147425208	147425208	+	0.000103317795889342	0.00194540593105827	-32.5234789710086
chr5	15600528	15600528	+	0.000400498044765446	0.0067368934285787	-30.042735042735
chr5	32739321	32739321	+	6.20387019773928e-14	2.79585271175775e-12	-37.0854063018242
chr5	32739333	32739333	+	6.24747156833757e-14	2.80932787489832e-12	-40.3285842638942
chr5	32739345	32739345	+	9.22944357771178e-18	5.98896009371907e-16	-45.3073242546927
chr5	93493871	93493871	+	0.00205175843145768	0.0285038059007652	-36.3076923076923
chr6	147078516	147078516	+	0.000790146825357288	0.0123774487189971	-30
chr7	106245739	106245739	+	8.7508797748004e-09	2.48529246084706e-07	-59.6198156682028
chr8	20366977	20366977	+	0.000712616554134374	0.0112488917742345	-27.6559221819569
chr8	20548572	20548572	+	0.00131934983943642	0.0194909714402988	-26.5432098765432
chr8	20590760	20590760	+	0.000433150862261538	0.0072386504153149	-33.5241502683363
chrX	126767352	126767352	+	0.00255863300136489	0.0344938575704498	-26.969696969697
chrX	169973021	169973021	+	1.29177051984151e-07	3.35715465553311e-06	-53.108685334599
chrX	169973121	169973121	+	4.37814063272283e-07	1.07772433407711e-05	-43.4047619047619
chrX	169978999	169978999	+	0.00037705976893357	0.0063898080101247	-31.651728553137
chrX	169979068	169979068	+	5.48890492454102e-09	1.58522291732359e-07	-36.9607843137255
chrX	169979078	169979078	+	2.97005725006837e-08	8.1856819786729e-07	-39.7915988277434
chrX	169979170	169979170	+	4.08069417320346e-06	9.15484160924869e-05	-35.7317073170732
chrX	169979204	169979204	+	5.26287220126537e-09	1.52423717361336e-07	-40.3204623062779
chrX	169979253	169979253	+	1.16974814098473e-10	3.86245778831864e-09	-39.1194968553459
chrX	169979278	169979278	+	3.13429630171669e-08	8.61517701877747e-07	-32.4024599253957
chrX	169979281	169979281	+	3.89658989765269e-12	1.4768977124543e-10	-38.6529865908167
chrX	169979293	169979293	+	2.84406394866326e-12	1.09209667015207e-10	-43.3035714285714
chrX	169979300	169979300	+	3.99242208730607e-06	8.9764495408606e-05	-29.3311403508772
chrX	169979321	169979321	+	1.81399729115787e-05	0.000385453775163386	-29.1565217391304
chrX	169979324	169979324	+	2.86373156934952e-06	6.55371090716906e-05	-31.0356536502547
chrX	169979328	169979328	+	1.10713736795161e-07	2.89936391799923e-06	-32.7012025901943
chrX	169979334	169979334	+	7.19027222944227e-09	2.05918465781984e-07	-33.1043725917239
chrX	169979338	169979338	+	1.48762180584143e-05	0.000317749067979395	-28.9555410264792
chrX	169979383	169979383	+	0.000154160900654975	0.00279001996967564	-26.0169915042479
chrX	169981126	169981126	+	9.21468956404524e-05	0.00175439745288611	-29.5366795366795
chrX	169981233	169981233	+	1.44003078733336e-07	3.72358757638759e-06	-41.2012987012987
chrY	90799327	90799327	+	2.9811633931971e-13	1.24753483814143e-11	-42.7574835109082
chrY	90799332	90799332	+	4.10389096919519e-05	0.000832353176310678	-25.9104092813406
chrY	90799391	90799391	+	1.90008210312297e-13	8.08329282484738e-12	-43.4108527131783
chrY	90800715	90800715	+	1.77162008189837e-10	5.78460799468332e-09	-37.5564152159897
chrY	90800756	90800756	+	1.49170388436655e-09	4.56531554696662e-08	-32.5642582473184
chrY	90800777	90800777	+	1.8665858660191e-24	2.48536532459494e-22	-53.6775914634146
chrY	90803613	90803613	+	5.64969816485753e-07	1.3824333757193e-05	-28.0989042323516
chrY	90803629	90803629	+	9.70925125739e-10	3.03028414203132e-08	-31.9524617996604
chrY	90803650	90803650	+	2.07821477723643e-12	8.08616866949905e-11	-38.8172043010753
chrY	90803695	90803695	+	9.05162155399448e-06	0.000196823829716298	-26.3544871460604
chrY	90805139	90805139	+	8.91191924592553e-16	4.87307345142662e-14	-41.5157849980512
chrY	90805164	90805164	+	2.65367430912172e-09	7.89753175332453e-08	-30.9964726631393
chrY	90805180	90805180	+	1.09909271703791e-14	5.31534497454294e-13	-34.2450355938554
chrY	90805201	90805201	+	2.25266966270332e-22	2.47012474584583e-20	-49.0968801313629
chrY	90807747	90807747	+	2.63310184660036e-08	7.27657039344552e-07	-29.8534798534799
chrY	90807769	90807769	+	1.60963016983458e-10	5.27247771818167e-09	-34.8781937017231
chrY	90807785	90807785	+	2.3832805417267e-08	6.61292674035432e-07	-29.9325842696629
chrY	90807806	90807806	+	2.16859087660058e-22	2.39071422038013e-20	-52.3611111111111
chrY	90807851	90807851	+	5.63016867229379e-10	1.78435025782448e-08	-32.8729281767956
chrY	90808435	90808435	+	1.40215548315175e-07	3.63022861487718e-06	-34.9126344086022
chrY	90808578	90808578	+	1.45776277825483e-05	0.00031267412804669	-29.6699438202247
chrY	90808587	90808587	+	1.83257078293711e-06	4.29453046472747e-05	-32.3404255319149
chrY	90808837	90808837	+	9.32855935803125e-28	1.80456153825015e-25	-48.9556840077071
chrY	90808869	90808869	+	4.97689973544594e-19	3.65778075810168e-17	-49.0071978158352
chrY	90808877	90808877	+	9.09547767726127e-20	7.20093235038306e-18	-49.9756335282651
