chr	start	end	strand	E18pt5_1.percMeth	E18pt5_2.percMeth	E18pt5_3.percMeth	E18pt5_4.percMeth	Week4_1.percMeth	Week4_2.percMeth	Week4_3.percMeth	Week4_4.percMeth	X2.year_1.percMeth	X2.year_2.percMeth	X2.year_3.percMeth	X2.year_4.percMeth	pvals
chr1	171065959	171065959	+	0.111111111111111	0.0769230769230769	0.0816326530612245	0.1	0	0.0666666666666667	0.037037037037037	0.0476190476190476	NA	0.25	0.148148148148148	0.111111111111111	0.00934842074632586
chr1	171070014	171070014	-	0.533333333333333	NA	0.6	0.416666666666667	0.266666666666667	0.413793103448276	0.346153846153846	0.347826086956522	NA	0.59375	0.714285714285714	0.5	0.013708226199995
chr10	3110234	3110234	+	0.961538461538462	0.967741935483871	0.943396226415094	0.955555555555556	0.948979591836735	0.977777777777778	0.954545454545455	0.924242424242424	1	0.985915492957746	0.988095238095238	0.989010989010989	0.00809987741264487
chr10	22142659	22142659	-	0.884615384615385	0.8	0.807692307692308	0.894230769230769	0.848837209302326	0.91358024691358	0.847457627118644	0.867924528301887	1	0.927272727272727	0.89247311827957	0.917525773195876	0.0447879595938922
chr10	58224054	58224054	+	0.536231884057971	0.490909090909091	0.519480519480519	0.59349593495935	0.564102564102564	0.583333333333333	0.6	0.560606060606061	0.696969696969697	0.701492537313433	0.614754098360656	0.577235772357724	0.0180627208918385
chr10	58224328	58224328	-	0.756756756756757	0.766666666666667	0.81	0.804878048780488	0.851851851851852	0.871428571428571	0.890909090909091	0.774193548387097	0.88235294117647	0.875	0.862068965517241	0.868686868686869	0.0138673949713021
chr10	58231955	58231955	-	0.75	0.724137931034483	0.793814432989691	0.686746987951807	0.80952380952381	0.854545454545454	0.794520547945205	0.75	0.842105263157895	0.859649122807018	0.817073170731707	0.932584269662921	0.0131351754828725
chr10	58232486	58232486	+	0.777777777777778	0.740740740740741	0.710526315789474	0.885057471264368	0.613333333333333	0.75	0.765625	0.633333333333333	0.772727272727273	0.92	0.88235294117647	0.86764705882353	0.0278115909756027
chr10	81178121	81178121	+	0.818181818181818	0.727272727272727	0.861111111111111	0.826086956521739	0.91304347826087	1	0.904761904761905	NA	NA	1	0.941176470588235	0.962962962962963	0.00752577393657413
chr11	3130892	3130892	-	0.75531914893617	0.780487804878049	0.759124087591241	0.767295597484277	0.93167701863354	0.776119402985075	0.957627118644068	0.779220779220779	0.875	0.914285714285714	0.872727272727273	0.857142857142857	0.0452707340416338
chr11	3135048	3135048	-	0.622448979591837	0.507936507936508	0.493562231759657	0.441489361702128	0.557213930348259	0.563380281690141	0.604026845637584	0.54368932038835	0.681818181818182	0.7125	0.707070707070707	0.592592592592593	0.00987417116039691
chr11	3136268	3136268	-	0.307692307692308	0.2	0.238095238095238	0.25	0.133333333333333	0	NA	0.25	NA	0.5	0.307692307692308	0.466666666666667	0.0153650628282052
chr11	3141908	3141908	+	0.730496453900709	0.7	0.645569620253165	0.670498084291188	0.694444444444444	0.588607594936709	0.672413793103448	0.688888888888889	0.884615384615385	0.73134328358209	0.765151515151515	0.735849056603774	0.0316666153315142
chr11	3143025	3143025	+	0.78030303030303	0.770642201834862	0.760416666666667	0.72093023255814	0.816176470588235	0.797619047619048	0.843373493975904	0.733766233766234	0.835820895522388	0.808383233532934	0.850415512465374	0.859712230215827	0.0240790517623388
chr11	3143228	3143228	-	0.479166666666667	0.369230769230769	0.314553990610329	0.393063583815029	0.308510638297872	0.411764705882353	0.412121212121212	0.44578313253012	0.458333333333333	0.529850746268657	0.589371980676328	0.468208092485549	0.0380229718127394
chr11	3144888	3144888	+	0.916030534351145	0.897959183673469	0.912133891213389	0.895454545454546	0.896153846153846	0.912408759124088	0.918367346938776	0.883928571428571	0.933333333333333	0.944444444444444	0.952898550724638	0.942748091603053	0.00136484727382301
chr11	3145372	3145372	+	0.833333333333333	0.846153846153846	0.823321554770318	0.811926605504587	0.783783783783784	0.815950920245399	0.743169398907104	0.651376146788991	0.928571428571429	0.850340136054422	0.843205574912892	0.813492063492063	0.0336818695690197
chr11	3146195	3146195	+	0.922535211267606	0.926315789473684	0.901408450704225	0.952	0.907407407407407	0.914893617021277	0.920398009950249	0.893333333333333	0.971014492753623	0.963768115942029	0.929824561403509	0.94	0.0249487619039286
chr11	3149881	3149881	+	0.623853211009174	0.582417582417582	0.693023255813954	0.653846153846154	0.736607142857143	0.691358024691358	0.786206896551724	0.666666666666667	0.775	0.810810810810811	0.834821428571429	0.779279279279279	0.00189493412251036
chr11	3152760	3152760	-	0.937007874015748	0.911392405063291	0.935018050541516	0.924603174603175	0.939516129032258	0.94	0.961783439490446	0.927272727272727	1	0.949640287769784	0.955752212389381	0.957264957264957	0.0318229925860787
chr11	3156007	3156007	+	0.758620689655172	0.796116504854369	0.789855072463768	0.759541984732824	0.829032258064516	0.841584158415842	0.774038461538462	0.76219512195122	0.902777777777778	0.842105263157895	0.883647798742138	0.83695652173913	0.00774286799852209
chr11	3157882	3157882	+	0.641025641025641	0.5	0.675324675324675	0.627450980392157	0.732142857142857	0.68	0.693548387096774	0.615384615384615	0.894736842105263	0.85	0.72463768115942	0.879518072289157	0.00346589540232944
chr11	3158627	3158627	+	0.880733944954128	0.862068965517241	0.909952606635071	0.883597883597884	0.886699507389163	0.893333333333333	0.909722222222222	0.89	0.944444444444444	0.941176470588235	0.941176470588235	0.914691943127962	0.00234123468646721
chr11	3165056	3165056	+	0.905982905982906	0.807692307692308	0.851351351351351	0.87	0.850467289719626	0.893333333333333	0.801369863013699	0.857142857142857	0.930232558139535	0.914285714285714	0.915708812260536	0.902439024390244	0.0407279030389899
chr11	3165537	3165537	-	0.8125	0.8125	0.6875	0.82051282051282	0.734375	0.666666666666667	0.621621621621622	0.541666666666667	0.9	0.8	0.886792452830189	0.696969696969697	0.0268097181565904
chr11	3165652	3165652	+	0.754098360655738	0.83695652173913	0.810810810810811	0.865470852017937	0.806451612903226	0.718120805369127	0.785310734463277	0.821138211382114	0.903846153846154	0.907142857142857	0.921985815602837	0.873417721518987	0.00607191244728477
chr11	3171173	3171173	+	0.869565217391304	0.821917808219178	0.856573705179283	0.843373493975904	0.872	0.896551724137931	0.874213836477987	0.839160839160839	0.95	0.875	0.896797153024911	0.899022801302932	0.0337978936126706
chr11	3173283	3173283	+	0.8125	0.823529411764706	0.916666666666667	0.9375	0.793103448275862	0.869565217391304	0.863636363636364	0.85	1	1	0.94	0.888888888888889	0.0331053791422564
chr11	3175184	3175184	+	0.842105263157895	0.75	0.9	0.840909090909091	0.821428571428571	0.75609756097561	0.71875	0.708333333333333	0.888888888888889	0.826086956521739	0.849056603773585	0.85	0.0356347809260363
chr11	3177446	3177446	+	0.903225806451613	0.967741935483871	0.957894736842105	0.9	0.914893617021277	0.928571428571429	0.914893617021277	0.837837837837838	1	0.942857142857143	0.986842105263158	0.977011494252874	0.0330692832068512
chr11	3179416	3179416	-	0.69281045751634	0.626373626373626	0.727272727272727	0.64453125	0.605691056910569	0.597402597402597	0.611111111111111	0.634920634920635	0.708860759493671	0.691823899371069	0.692913385826772	0.724381625441696	0.00498638242333677
chr11	3186329	3186329	-	0.902777777777778	0.923076923076923	0.888888888888889	0.804054054054054	0.89763779527559	0.891089108910891	0.778846153846154	0.917647058823529	1	0.963414634146341	0.957746478873239	0.952755905511811	0.0366738829306127
chr11	3188370	3188370	-	0.426666666666667	0.393939393939394	0.543624161073825	0.487341772151899	0.384057971014493	0.365853658536585	0.401960784313726	0.292307692307692	0.555555555555556	0.571428571428571	0.513513513513513	0.559006211180124	0.00149799554131468
chr11	3190284	3190284	+	0.877862595419847	0.83	0.891304347826087	0.870967741935484	0.893687707641196	0.914110429447853	0.902597402597403	0.8828125	0.918918918918919	0.91812865497076	0.910034602076125	0.913793103448276	0.010556793537951
chr11	3192604	3192604	+	0.788888888888889	0.688172043010753	0.755485893416928	0.725225225225225	0.77891156462585	0.758139534883721	0.777777777777778	0.73469387755102	0.811320754716981	0.859154929577465	0.802721088435374	0.87843137254902	0.00764027022947421
chr11	3192902	3192902	+	0.769230769230769	0.857142857142857	0.721153846153846	0.849462365591398	0.674157303370786	0.765625	0.772727272727273	0.681818181818182	0.823529411764706	0.818181818181818	0.8125	0.85	0.0419094416701711
chr11	3193355	3193355	+	0.935960591133005	0.917241379310345	0.934343434343434	0.907801418439716	0.909090909090909	0.92094861660079	0.878228782287823	0.91304347826087	0.97752808988764	0.937823834196891	0.942528735632184	0.932584269662921	0.0254815767741083
chr11	3193428	3193428	+	0.903553299492386	0.88135593220339	0.869897959183674	0.910071942446043	0.900269541778976	0.901459854014598	0.910112359550562	0.88268156424581	0.941176470588235	0.916666666666667	0.923444976076555	0.927899686520376	0.0127955470486025
chr11	3197425	3197425	-	0.783783783783784	0.733333333333333	0.821782178217822	0.87	0.833333333333333	0.746031746031746	0.758064516129032	0.736842105263158	0.888888888888889	0.84	0.824175824175824	0.920454545454545	0.0498201590716911
chr11	88968772	88968772	+	0.930232558139535	0.9	0.89041095890411	0.93939393939394	0.911111111111111	0.869565217391304	0.91304347826087	0.818181818181818	1	0.944444444444444	0.96	0.923076923076923	0.0316023107936086
chr11	88970486	88970486	+	0.818181818181818	NA	0.80952380952381	0.754716981132076	0.761904761904762	0.75	0.794871794871795	0.708333333333333	1	1	0.945945945945946	0.916666666666667	0.000111270929624295
chr11	88970487	88970487	-	0.740740740740741	NA	0.795454545454545	0.888888888888889	0.851063829787234	0.814814814814815	0.774193548387097	0.826086956521739	NA	0.952380952380952	0.886363636363636	0.925	0.0406458406997339
chr11	109011755	109011755	+	0.2	NA	0.333333333333333	0.181818181818182	0.31578947368421	0.2	0.375	0.333333333333333	NA	0.611111111111111	0.466666666666667	0.428571428571429	0.0148759058799066
chr11	109011766	109011766	+	0.19047619047619	NA	0.39622641509434	0.357142857142857	0.4	0.15	0.5	0.333333333333333	NA	0.65	0.622641509433962	0.636363636363636	0.0173176608046586
chr11	109011773	109011773	+	0.1	NA	0.25	0.1875	0.333333333333333	0.12	0.368421052631579	0.25	NA	0.6	0.418181818181818	0.388888888888889	0.0271225211244763
chr11	109011899	109011899	+	0.275862068965517	0.243243243243243	0.32183908045977	0.3125	0.303030303030303	0.30188679245283	0.350877192982456	0.282051282051282	0.357142857142857	0.509433962264151	0.389830508474576	0.340659340659341	0.0311817052856505
chr11	109011975	109011975	+	0.247058823529412	0.363636363636364	0.329268292682927	0.34010152284264	0.349282296650718	0.289156626506024	0.257861635220126	0.427184466019417	0.5	0.458333333333333	0.478260869565217	0.35042735042735	0.0396464990194159
chr12	3109883	3109883	-	0.9	0.885714285714286	0.923076923076923	0.910714285714286	0.859375	0.829787234042553	0.875	0.84375	0.956521739130435	0.972972972972973	0.951219512195122	0.9	0.00106020242922019
chr12	3109910	3109910	-	0.87719298245614	0.884057971014493	0.840764331210191	0.907216494845361	0.84070796460177	0.861111111111111	0.810810810810811	0.819148936170213	0.9	0.905660377358491	0.887096774193548	0.889705882352941	0.0065398393628335
chr12	3109911	3109911	-	0.877049180327869	0.900763358778626	0.933333333333333	0.877697841726619	0.867724867724868	0.886363636363636	0.854166666666667	0.87719298245614	0.914634146341463	0.931623931623932	0.889763779527559	0.912751677852349	0.0485273577785987
chr12	3109924	3109924	-	0.842635097044375	0.845379688929552	0.840073394495413	0.835105259452228	0.837529976019185	0.835063068816861	0.839361202442461	0.842105263157895	0.842666400956556	0.849483361809454	0.84586606808829	0.846637859146388	0.0319972047387167
chr12	20227886	20227886	-	0.80952380952381	0.727272727272727	0.903225806451613	0.727272727272727	0.90625	0.611111111111111	0.80952380952381	0.611111111111111	NA	1	1	0.923076923076923	0.0470645367631005
chr12	20227976	20227976	-	0.304347826086957	NA	0.422222222222222	0.214285714285714	0.363636363636364	0.333333333333333	0.206896551724138	0.157894736842105	NA	0.666666666666667	0.527777777777778	0.516129032258065	0.010580216748606
chr12	20228532	20228532	-	0.9	0.909090909090909	1	0.964285714285714	0.92	0.875	0.916666666666667	0.818181818181818	NA	1	1	0.958333333333333	0.0353353294910103
chr12	20232916	20232916	+	0.75	0.9	0.878048780487805	0.84	0.774193548387097	0.785714285714286	0.703703703703704	0.6	NA	NA	0.976190476190476	0.894736842105263	0.0254755077399043
chr12	20232979	20232979	+	0.714285714285714	NA	0.7	0.761904761904762	0.8	0.833333333333333	0.72	0.6875	NA	0.818181818181818	0.975	0.857142857142857	0.0440443190517841
chr12	20233059	20233059	-	0.8	NA	0.733333333333333	0.72	0.730769230769231	0.652173913043478	0.689655172413793	0.6	0.846153846153846	0.75	0.909090909090909	0.75	0.0319029912258818
chr12	20233456	20233456	+	0.894736842105263	NA	0.763157894736842	0.75	0.761904761904762	0.666666666666667	0.814814814814815	0.444444444444444	NA	1	1	0.931034482758621	0.0327034451341819
chr12	20233465	20233465	+	0.875	NA	0.767441860465116	0.8	0.857142857142857	0.708333333333333	0.84	0.588235294117647	0.923076923076923	NA	1	0.964285714285714	0.0457235030398287
chr12	20233482	20233482	+	0.733333333333333	0.583333333333333	0.733333333333333	0.65	0.592592592592593	0.76	0.535714285714286	0.444444444444444	0.909090909090909	0.7	0.8	0.838709677419355	0.0313545081129954
chr12	20233567	20233567	+	0.75	1	0.795454545454545	0.807692307692308	0.883720930232558	0.594594594594595	0.59375	0.75	1	0.894736842105263	0.961538461538462	0.96969696969697	0.026178708900544
chr12	20233793	20233793	-	0.789473684210526	NA	0.852941176470588	0.777777777777778	0.714285714285714	0.65	0.6875	0.818181818181818	0.916666666666667	NA	0.878048780487805	0.96969696969697	0.00724688602791849
chr12	20234160	20234160	+	0.75	NA	0.689655172413793	0.846153846153846	0.789473684210526	0.722222222222222	0.846153846153846	0.714285714285714	NA	1	0.962962962962963	0.909090909090909	0.00982417845209557
chr12	20234300	20234300	-	0.736842105263158	NA	0.829268292682927	0.756756756756757	0.866666666666667	0.928571428571429	0.857142857142857	0.75	NA	1	0.962962962962963	0.956521739130435	0.0101313406687011
chr12	20234319	20234319	-	0.714285714285714	0.666666666666667	0.710526315789474	0.648648648648649	0.75	0.851851851851852	0.85	0.705882352941177	NA	1	0.96551724137931	0.92	0.000450462780516688
chr12	20234323	20234323	-	0.7	0.636363636363636	0.722222222222222	0.675675675675676	0.741935483870968	0.67741935483871	0.857142857142857	0.722222222222222	NA	1	0.933333333333333	0.814814814814815	0.00718658879774425
chr12	20234361	20234361	-	0.666666666666667	0.4	0.794871794871795	0.594594594594595	0.666666666666667	0.838709677419355	0.714285714285714	0.722222222222222	NA	1	1	1	0.00554311448827347
chr13	9834346	9834346	+	0.21875	0	0.107692307692308	0.139784946236559	0.166666666666667	0.125	0.188679245283019	0.233333333333333	0.333333333333333	0.393939393939394	0.356164383561644	0.298507462686567	0.00164834360751706
chr13	9834365	9834365	+	0.382352941176471	0.294117647058824	0.304347826086957	0.240384615384615	0.447761194029851	0.318181818181818	0.333333333333333	0.363636363636364	0.619047619047619	0.526315789473684	0.623529411764706	0.625	8.50496713727516e-05
chr13	9834370	9834370	-	0.444444444444444	0.413793103448276	0.370967741935484	0.492307692307692	0.444444444444444	0.545454545454545	0.553191489361702	0.433333333333333	NA	0.605263157894737	0.683333333333333	0.54	0.0157518361584671
chr13	9834393	9834393	+	0.181818181818182	0.125	0.188405797101449	0.166666666666667	0.0597014925373134	0.0227272727272727	0.25	0.272727272727273	0.285714285714286	0.303030303030303	0.397590361445783	0.428571428571429	0.0152129456836053
chr13	9834399	9834399	+	0.46875	0.4375	0.328571428571429	0.28	0.393939393939394	0.454545454545455	0.6	0.424242424242424	0.666666666666667	0.59375	0.75609756097561	0.662162162162162	0.00229241445295562
chr13	9834411	9834411	+	0.303030303030303	0	0.0845070422535211	0.158415841584158	0.119402985074627	0.181818181818182	0.266666666666667	0.411764705882353	0.333333333333333	0.46875	0.397590361445783	0.376623376623377	0.0260922513416161
chr13	9834433	9834433	+	0.290322580645161	0.125	0.149253731343284	0.153061224489796	0.180327868852459	0.227272727272727	0.166666666666667	0.2	0.619047619047619	0.303030303030303	0.3375	0.44	0.00811130912055171
chr13	44869812	44869812	+	0.291139240506329	0.189655172413793	0.256410256410256	0.291338582677165	0.223776223776224	0.279279279279279	0.253968253968254	0.333333333333333	0.379310344827586	0.364583333333333	0.318918918918919	0.477987421383648	0.0174619622755803
chr13	44869819	44869819	+	0.204819277108434	0.0634920634920635	0.19047619047619	0.208955223880597	0.138157894736842	0.208333333333333	0.180451127819549	0.234375	0.366666666666667	0.306930693069307	0.25	0.32183908045977	0.00949884673222853
chr13	44869859	44869859	+	0.347826086956522	0.2	0.357142857142857	0.441176470588235	0.153846153846154	0.28	0.235294117647059	0.25	NA	0.652173913043478	0.35	0.4375	0.0404767401557321
chr13	44869885	44869885	+	0.482758620689655	0.142857142857143	0.381818181818182	0.434782608695652	0.307692307692308	0.387096774193548	0.25	0.285714285714286	0.727272727272727	0.451612903225806	0.517241379310345	0.571428571428571	0.025905441191362
chr13	44869914	44869914	+	0.3125	0.142857142857143	0.153409090909091	0.208333333333333	0.150793650793651	0.157303370786517	0.138297872340426	0.257575757575758	0.258064516129032	0.375	0.31055900621118	0.285714285714286	0.0351937086120892
chr13	44869918	44869918	+	0.253968253968254	0.0952380952380952	0.190184049079755	0.227272727272727	0.145299145299145	0.215189873417722	0.204301075268817	0.258620689655172	0.291666666666667	0.432835820895522	0.324503311258278	0.327731092436975	0.0103677555738857
chr13	44869927	44869927	+	0.192307692307692	0.115384615384615	0.130952380952381	0.218181818181818	0.191176470588235	0.19047619047619	0.125	0.148148148148148	0.454545454545455	0.3	0.309859154929577	0.351851851851852	0.000862166559756359
chr13	44869936	44869936	+	0.2	0.05	0.111111111111111	0.121951219512195	0.12280701754386	0.363636363636364	0.239130434782609	0.217391304347826	NA	0.416666666666667	0.467741935483871	0.358974358974359	0.00331163435672636
chr13	102387176	102387176	-	0.926829268292683	0.88	0.938931297709924	0.856164383561644	0.885542168674699	0.886363636363636	0.894736842105263	0.92	0.928571428571429	1	0.926553672316384	0.969325153374233	0.0465544355636915
chr13	119492131	119492131	+	0.857142857142857	0.88	0.818181818181818	0.872340425531915	0.784810126582278	0.870967741935484	0.759259259259259	0.793103448275862	NA	NA	1	1	0.00128862835250418
chr13	119601388	119601388	+	0.821052631578947	0.918367346938776	0.719387755102041	0.828571428571429	0.754646840148699	0.850515463917526	0.789473684210526	0.84070796460177	0.923076923076923	1	0.86	0.939024390243902	0.0445674796030259
chr13	119601427	119601427	-	0.77027027027027	0.695652173913043	0.719178082191781	0.675496688741722	0.737226277372263	0.727891156462585	0.825503355704698	0.627659574468085	0.923076923076923	0.869565217391304	0.816326530612245	0.897058823529412	0.00649299482588453
chr13	119601440	119601440	-	0.551282051282051	0.55	0.535483870967742	0.583815028901734	0.490322580645161	0.470967741935484	0.496774193548387	0.336734693877551	0.866666666666667	0.60377358490566	0.594339622641509	0.720588235294118	0.00904258235406642
chr13	119609562	119609562	+	0.595744680851064	0.4	0.653846153846154	0.48314606741573	0.537735849056604	0.535714285714286	0.567164179104478	0.568627450980392	NA	0.75	0.789473684210526	0.785714285714286	0.00425427544541796
chr13	119609563	119609563	-	0.645161290322581	0.55	0.506666666666667	0.588235294117647	0.625	0.642857142857143	0.686274509803922	0.558139534883721	0.636363636363636	0.761904761904762	0.653061224489796	0.8125	0.0412539259455568
chr13	119610225	119610225	+	0.545454545454545	0.615384615384615	0.572815533980582	0.450704225352113	0.563829787234043	0.509433962264151	0.586206896551724	0.428571428571429	0.769230769230769	0.631578947368421	0.641791044776119	0.657894736842105	0.023301664855311
chr13	119610292	119610292	+	0.46875	0.526315789473684	0.552380952380952	0.461538461538462	0.591666666666667	0.352941176470588	0.457627118644068	0.56140350877193	NA	0.8	0.770491803278688	0.682926829268293	0.00424635125031312
chr13	119610447	119610447	+	0.621621621621622	0.266666666666667	0.5	0.535714285714286	0.487179487179487	0.326923076923077	0.411764705882353	0.34	NA	0.769230769230769	0.706896551724138	0.642857142857143	0.0146376960682868
