#1.2
16987	6
Name	Description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ctsg	Ctsg	450.669013026	-4.35922470981331	0.427612577931	-10.1943322876549	2.10183837916799e-24	4.45050075178152e-22
Cadps2	Cadps2	805.338104315	3.70723546301	0.366456947679	10.1164283731	4.671524505539e-24	9.75974899697208e-22
Plek	Plek	5743.29073167	2.54260502647	0.251401380375	10.1137273896	4.80217128913307e-24	9.90068709597712e-22
Cldn13	Cldn13	458.587871558	-4.25334131066946	0.422405082612	-10.069342168826	7.54812371155201e-24	1.5359941615105e-21
Prg2	Prg2	402.235864469	-8.03499641461563	0.798186889008	-10.0665602570905	7.76462593014945e-24	1.55979389358348e-21
Bgn	Bgn	859.465513323	3.76663689342	0.374531673316	10.0569248525	8.5631389585813e-24	1.69842815622798e-21
Itgb3	Itgb3	3385.43065898	2.47882618512	0.247118085168	10.0309379762	1.11452748304601e-23	2.18294139148099e-21
Ctla2a	Ctla2a	6772.79537666	2.27093672971	0.226845440772	10.0109427898	1.36445973232001e-23	2.6394715488546e-21
Clec1a	Clec1a	262.493091932	5.73662807124	0.574278648016	9.98927627042	1.6981703967755e-23	3.24495511549698e-21
Rab27b	Rab27b	1927.81875618	2.3120020712	0.233896001621	9.88474388269	4.84819948904186e-23	9.15258286672251e-21
Klf9	Klf9	846.111851384	2.90610716106	0.294356210646	9.872756395	5.46420462772788e-23	1.01926931323652e-20
Grap	Grap	516.902419648	-4.20326353791036	0.426563080431	-9.85379122276686	6.60061236210502e-23	1.21676464825675e-20
Alcam	Alcam	847.518484103	4.46470210626	0.453341851697	9.84842253048	6.96281800942568e-23	1.26860924871734e-20
H2-T23	H2-T23	6562.63409256	2.16685048393	0.2213983485	9.7871122283	1.27896479287606e-22	2.30345969420402e-20
Hspa1a	Hspa1a	505.459591176	4.38114018482	0.448100937468	9.77712791581	1.41159336390904e-22	2.51343822944213e-20
Cngb1	Cngb1	284.856033912	4.92849412972	0.509091002873	9.68096882858	3.63257118363205e-22	6.3953660535203e-20
Slc17a8	Slc17a8	270.433243946	7.80878943539	0.806839651777	9.67824203754	3.73075625828405e-22	6.49524664567252e-20
Sema7a	Sema7a	894.929272095	2.96266915567	0.306286465676	9.67286996873	3.9319388998754e-22	6.77028028814809e-20
H2-T10	H2-T10	860.33128523	2.9346675124	0.30353192772	9.66839809718	4.10756960037629e-22	6.99581609438001e-20
I730030J21Rik	I730030J21Rik	233.898324502	5.48923476364	0.568798954508	9.65057112032	4.88827203413515e-22	8.23594994654447e-20
Plscr4	Plscr4	683.851153748	4.06550485699	0.421919098621	9.63574502856	5.64807780240626e-22	9.41486500913869e-20
Dach1	Dach1	3734.32809007	1.98255012087	0.205890319791	9.62915654745	6.02217492113816e-22	9.9327851409804e-20
Iigp1	Iigp1	579.377326101	4.39093317362	0.458844261701	9.56955015051	1.07371832443305e-21	1.75250962766056e-19
Vwf	Vwf	9503.32376213	1.92591838292	0.201601451125	9.55309781839	1.2587494800407e-21	2.03333459822245e-19
Nfia	Nfia	878.342708251	2.82706299385	0.296216934969	9.54389388354	1.37567749034992e-21	2.19953985676458e-19
Crispld2	Crispld2	235.504258476	-6.02312667093065	0.632438515098	-9.52365570272065	1.67191729190688e-21	2.64618909564535e-19
Pitpnm1	Pitpnm1	2335.30966391	2.63629825974	0.278096667943	9.47979089154	2.54793146240393e-21	3.99235380844072e-19
Myof	Myof	1015.34300017	2.78121948826	0.293626205798	9.47197298246	2.74607062175061e-21	4.26021589823864e-19
Itga2b	Itga2b	10510.328414	2.67263799787	0.282335795404	9.46616773846	2.90299044578411e-21	4.45950561715601e-19
Ltbp4	Ltbp4	441.65871406	3.55085208801	0.378742485769	9.37537303428	6.89315825511906e-21	1.04863006504331e-18
Acp5	Acp5	635.574424133	-3.75393368881604	0.401366393373	-9.35288492210221	8.52890150821134e-21	1.28499382434773e-18
Arid3a	Arid3a	3140.70189259	-2.15223631811611	0.230660963629	-9.33073496380997	1.05139281375829e-20	1.56897847607415e-18
Cdh5	Cdh5	663.612542541	-10.3467748941343	1.11230956832	-9.30206409155243	1.37745197506912e-20	2.03615990541113e-18
Med12l	Med12l	4088.63370857	2.57305428595	0.27672603601	9.29820093204	1.42842092774345e-20	2.07240069600113e-18
Fscn1	Fscn1	3130.62559504	-2.015972371099	0.216798942297	-9.29881091547933	1.42025081948523e-20	2.07240069600113e-18
Arhgef28	Arhgef28	390.76750262	3.76756078497	0.407652274522	9.24209435453	2.41718817792462e-20	3.47476344586247e-18
Col5a1	Col5a1	693.295319783	-3.45322858140438	0.374000459544	-9.23322015596528	2.6261558297351e-20	3.74083960873811e-18
Tmem56	Tmem56	818.529047247	-3.41374134624712	0.370553817644	-9.21253859411671	3.18501569592682e-20	4.49603702157453e-18
Pld4	Pld4	345.550687363	-4.73813882610873	0.515936100309	-9.18357684851661	4.17004708429128e-20	5.83397033605001e-18
Rhag	Rhag	1082.11112866	-3.16569979451273	0.345221117335	-9.17006415758681	4.72737598774751e-20	6.55515525239077e-18
Myom1	Myom1	2334.68759844	2.18701310671	0.239461154058	9.13306007947	6.65898873783749e-20	9.1526047836119e-18
Tgtp1	Tgtp1	413.234788953	4.08424592417	0.449510352029	9.08598857785	1.02760534421924e-19	1.40013462074533e-17
Cd9	Cd9	3818.90756429	1.94403904011	0.21400905476	9.08391022185	1.04742679034987e-19	1.41483882568897e-17
Angpt1	Angpt1	16098.0546928	2.20516313497	0.242790166448	9.08258834048	1.06022977854655e-19	1.41989234188427e-17
Myh10	Myh10	6219.03691068	-1.81169175521737	0.199601521918	-9.07654279289464	1.12078259934586e-19	1.4882663177246e-17
Clca1	Clca1	450.400507913	4.08617603878	0.452390512011	9.0324087935	1.6793376477987e-19	2.21122198347545e-17
Rasip1	Rasip1	611.285124884	-3.08516651023571	0.342882584788	-8.99773463894668	2.30422960134587e-19	3.00874780195738e-17
Sp100	Sp100	1876.24336616	2.11898108778	0.235642646317	8.99234973336	2.42000241566998e-19	3.1338031281928e-17
Zcchc3	Zcchc3	2742.81371503	-1.95324746047443	0.217561389791	-8.97791406071556	2.7594849243977e-19	3.54412862953996e-17
Garem	Garem	443.919525789	-3.66741574414636	0.40939289742	-8.95818116841436	3.30077839638563e-19	4.20486964983466e-17
Bdh1	Bdh1	955.745286646	-2.7281707273318	0.305241081404	-8.93775737782516	3.97147882692222e-19	5.01847594669712e-17
Dst	Dst	3923.95790067	2.67320450421	0.299460035597	8.92674876926	4.38712247978559e-19	5.49934577086083e-17
Clec2d	Clec2d	1252.63792813	2.79618831616	0.313404678842	8.92197374491	4.58050830287205e-19	5.69618925378588e-17
Bank1	Bank1	374.778373715	-3.63183588640617	0.410506003265	-8.84721747677841	8.97284287229249e-19	1.10705098398387e-16
Serpina3g	Serpina3g	8403.75385825	1.76600668499	0.199945356222	8.83244661623	1.02410603677873e-18	1.25364980392859e-16
Lair1	Lair1	426.142687096	3.57290471814	0.405341483536	8.81455479704	1.20161594205011e-18	1.44831693815255e-16
Gbp2	Gbp2	1035.61423431	2.45150804226	0.278105261324	8.8150365462	1.19646026746836e-18	1.44831693815255e-16
Rhd	Rhd	910.835254067	-3.92123001440981	0.447821851228	-8.75622751247884	2.01893991294546e-18	2.41486790045362e-16
Fam69b	Fam69b	1308.28720221	2.36504169314	0.270131067907	8.75516360064	2.03807634743981e-18	2.41928926424503e-16
Pisd-ps3	Pisd-ps3	8215.15430472	2.59814749274	0.299371207632	8.67868193901	4.00381657676824e-18	4.71697758957756e-16
Spire1	Spire1	2702.71012195	-1.87807381898337	0.216998423225	-8.65478094756601	4.93859234735255e-18	5.77483608139307e-16
Clic5	Clic5	543.081694764	3.36050217699	0.390154574993	8.61325841698	7.10127778332002e-18	8.2422164138401e-16
Nes	Nes	635.909011574	-2.92024602543642	0.340677755052	-8.57187175309328	1.01816440018414e-17	1.1730601460651e-15
Bcl2	Bcl2	2837.76697898	2.18997707211	0.255516301674	8.57079199158	1.02775740258505e-17	1.17546939716096e-15
Cyp2j6	Cyp2j6	566.788757474	2.95656236015	0.345791587035	8.55012808583	1.2295199152831e-17	1.39603967772253e-15
Cpt1a	Cpt1a	5412.39425878	1.78415852004	0.209032403333	8.5353203216	1.39767656564075e-17	1.57555353287949e-15
Tle2	Tle2	973.371620241	3.26478150215	0.382579892271	8.53359407566	1.41869990848983e-17	1.58423552667229e-15
Padi4	Padi4	1265.55760551	2.61740910322	0.30673842398	8.53303302947	1.42559965065284e-17	1.58423552667229e-15
Ccne1	Ccne1	1493.12384575	-2.54787388652859	0.298622330959	-8.5320942956371	1.43721832005041e-17	1.58589956738521e-15
Hebp1	Hebp1	1995.49375301	-2.30372605244485	0.270597812328	-8.51346887333581	1.68805823561122e-17	1.84966325131414e-15
Ptger3	Ptger3	1036.57312079	2.35993905417	0.279608267681	8.44016192275	3.16898353661791e-17	3.44825021078236e-15
Grrp1	Grrp1	230.378925359	-4.71941529513383	0.560790927508	-8.41564130879571	3.90751248745649e-17	4.22253883903143e-15
Steap3	Steap3	2945.69955465	-2.28885518136728	0.272959033099	-8.3853432340473	5.05779582278822e-17	5.42812347584032e-15
Enpp5	Enpp5	858.136846134	2.4419395435	0.291592486888	8.37449403981	5.54616290067973e-17	5.91175690413269e-15
Dnmt3b	Dnmt3b	10153.6189383	-1.58057287139772	0.189190491629	-8.35439909157235	6.57666408636942e-17	6.96282091684611e-15
Egfl7	Egfl7	5250.49761017	-1.66500340752348	0.200301355565	-8.31249195907673	9.37130034573284e-17	9.85496007498576e-15
Pik3r6	Pik3r6	298.108162245	-4.28279447599989	0.518882066722	-8.25388802326436	1.53323018406015e-16	1.59100554662506e-14
Slc16a12	Slc16a12	345.664212222	4.49158182774	0.544146691968	8.25435841849	1.52720400200471e-16	1.59100554662506e-14
Scd1	Scd1	472.323299519	-3.34295070207455	0.406298843918	-8.22781248854827	1.90663235059863e-16	1.9654619935217e-14
Plk1	Plk1	3240.53145349	-2.26055792309847	0.274881344388	-8.22375897547338	1.97222241654873e-16	2.01978778071255e-14
Tap1	Tap1	4432.66641788	1.92744615368	0.235100417506	8.19839528201	2.43617150590821e-16	2.47872541078414e-14
St14	St14	813.760172356	2.41569012803	0.294984083976	8.18922192501	2.62920343510222e-16	2.65787023384623e-14
Evl	Evl	1822.15020528	-2.05807743515397	0.251486557653	-8.18364788304451	2.75377966759808e-16	2.76595984689708e-14
Gpr128	Gpr128	658.200682024	2.67972778567	0.32794560752	8.17125683107	3.05193141317522e-16	3.04590530656322e-14
Rab37	Rab37	4461.64163226	1.7215555907	0.210827106541	8.16572223065	3.19517732033677e-16	3.16868566027575e-14
Dlg2	Dlg2	639.334045635	2.87677642218	0.355414769942	8.09413863878	5.76709765439859e-16	5.68331151866487e-14
Camsap2	Camsap2	517.193857304	-3.1217714060247	0.385860023223	-8.09042455330269	5.94571199536081e-16	5.81599219345038e-14
Pde10a	Pde10a	753.795380851	2.58902475304	0.320035445003	8.08980628073	5.97597002454217e-16	5.81599219345038e-14
Ccnf	Ccnf	2549.47468114	-2.14174303454116	0.265447353605	-8.06842865620256	7.12086584030422e-16	6.88745968220536e-14
Hdc	Hdc	294.807606385	-4.8149976925425	0.597984121133	-8.05204941465861	8.14190195672787e-16	7.82671544539687e-14
Ggt5	Ggt5	391.054027407	3.34448093836	0.416560160166	8.02880654027	9.84254201952161e-16	9.40382871365147e-14
6030468B19Rik	6030468B19Rik	211.041290769	-5.50115187960593	0.688153651222	-7.99407497124655	1.30550306082295e-15	1.23975317939605e-13
Samd9l	Samd9l	2049.44750966	2.56164306802	0.32079411424	7.98531816609	1.40160325117665e-15	1.32299526160764e-13
Abhd15	Abhd15	947.670505381	2.24080212177	0.281289102246	7.96618889207	1.63642745256436e-15	1.53540010504377e-13
Casp1	Casp1	729.511802124	2.61714993868	0.328931602645	7.95651715322	1.76949612252573e-15	1.6503711157057e-13
Slfn5	Slfn5	687.382021944	2.49147889823	0.313655948729	7.94334973824	1.96793054372102e-15	1.82458601713401e-13
2810417H13Rik	2810417H13Rik	3858.99606814	-1.68633249313235	0.21241238785	-7.93895549219345	2.03890915014576e-15	1.87927455727259e-13
Rrm2	Rrm2	4300.94111907	-1.70200096383844	0.214434431894	-7.93716265064451	2.06858709746589e-15	1.89547901930954e-13
Cdc34	Cdc34	4131.72784309	-1.88258922063999	0.237222788857	-7.93595433941441	2.08882854070037e-15	1.90289851187408e-13
Atp2b4	Atp2b4	11525.2905644	1.55853268188	0.196525680323	7.93042761291	2.18392578783889e-15	1.97803081905477e-13
Casp12	Casp12	625.790949697	3.12245528938	0.395005584637	7.90483833855	2.6828153995379e-15	2.41592152272181e-13
Gstt1	Gstt1	243.378894314	4.36028783335	0.553396271412	7.87914205172	3.29636576632849e-15	2.95147172529149e-13
Tnfsf13	Tnfsf13	320.565094665	3.62778137145	0.460694998631	7.87458379671	3.41879008172241e-15	3.04369441991526e-13
H2-T22	H2-T22	2388.3637825	1.8678772372	0.237467741596	7.86581463506	3.66703197604684e-15	3.22801820408303e-13
H2-T9	H2-T9	2388.3637825	1.8678772372	0.237467741596	7.86581463506	3.66703197604684e-15	3.22801820408303e-13
Irf8	Irf8	605.329073335	-2.89723364841489	0.368442698255	-7.86345790575786	3.7367195525976e-15	3.27098651785764e-13
H2-Q6	H2-Q6	2964.64406777	7.31586100464	0.931178480875	7.85656150233	3.94822045065687e-15	3.41793736140014e-13
H2-Q8	H2-Q8	2964.64406777	7.31586100464	0.931178480875	7.85656150233	3.94822045065687e-15	3.41793736140014e-13
Ache	Ache	1051.96523248	2.72975090142	0.349500068817	7.81044453201	5.69866344517407e-15	4.90617349024354e-13
Mdfic	Mdfic	846.24788686	2.43305106297	0.311541667973	7.80971315585	5.73182838284131e-15	4.90776059730822e-13
Bicd1	Bicd1	762.996909771	2.59182172791	0.332086863883	7.80464995695	5.9666921497443e-15	5.08109235295345e-13
Slc39a8	Slc39a8	977.266401716	-2.30694878071668	0.297042139827	-7.76640237664126	8.07467606692261e-15	6.83903239419516e-13
Kpna2	Kpna2	4056.0968035	-1.7688301441249	0.227956390806	-7.75951109714681	8.52574060430561e-15	7.18224889940132e-13
Panx2	Panx2	202.033467411	4.34370126518	0.559934085635	7.75752249527	8.66045206671415e-15	7.25671783066011e-13
Mrc1	Mrc1	312.883653518	-5.00175370846167	0.645231549311	-7.7518740579342	9.05461718437078e-15	7.54663812031414e-13
Tbxas1	Tbxas1	3911.27755863	1.66245652753	0.214541541487	7.74887938257	9.2707024963965e-15	7.68585383153634e-13
Prkg1	Prkg1	1408.05569875	2.13352479753	0.275687993188	7.73891083489	1.00272069062737e-14	8.26927921128432e-13
Sdc1	Sdc1	895.085203104	-2.28282929014992	0.295243099313	-7.7320326722584	1.05842769328062e-14	8.6829861392744e-13
Cdr2	Cdr2	349.585787308	-3.32919557010265	0.430710572762	-7.72954225096743	1.0793398287848e-14	8.80842488397347e-13
Ankrd33b	Ankrd33b	728.012957281	2.42645319774	0.315459038237	7.69181701468	1.45059985999229e-14	1.17769166871602e-12
Rap1b	Rap1b	17389.14569	1.42708879037	0.185891289449	7.67700732293	1.62848125533265e-14	1.31529241184573e-12
Cish	Cish	1027.39970315	2.21901189596	0.290110669444	7.64884621518	2.02790584098256e-14	1.62950033960798e-12
Cdcp1	Cdcp1	523.517342226	2.65880554619	0.348870002794	7.62119277923	2.51342239420503e-14	2.00932732116319e-12
Tle6	Tle6	755.795694456	2.48615707043	0.327014617743	7.60258696566	2.90268783974378e-14	2.30874191679925e-12
Ptrf	Ptrf	5733.34407749	1.79030553837	0.235620699203	7.59825237946	3.00156526357283e-14	2.37532960176377e-12
Cdc6	Cdc6	3060.77973001	-1.63877921797274	0.216176891328	-7.5807326486546	3.43609010581895e-14	2.70553245568227e-12
Lphn2	Lphn2	2055.92239108	1.86425488566	0.24616735154	7.57311996899	3.64365525187195e-14	2.85462170707908e-12
S100a8	S100a8	390.90280295	-3.07172621115053	0.405914898253	-7.56741431362194	3.80726138062412e-14	2.96795913298504e-12
Gfi1	Gfi1	2101.51839002	-2.90557234577174	0.384185420747	-7.56294275854061	3.94051042564503e-14	3.05662662670455e-12
Lrrc25	Lrrc25	222.78512363	-5.14443439513816	0.680675738047	-7.55783423381303	4.09835874500343e-14	3.16340803819994e-12
Slc14a1	Slc14a1	6243.45043544	1.4942082477	0.198023828531	7.54559821809	4.50216055140633e-14	3.45805655294048e-12
Aurka	Aurka	2595.84549682	-2.07572134219593	0.275780471771	-7.52671619156207	5.2032296273945e-14	3.9770441478851e-12
Arhgap19	Arhgap19	2404.88566576	-1.71169059066092	0.227601509014	-7.52055905990608	5.45425078988059e-14	4.1486726032349e-12
Tmem40	Tmem40	2231.52487639	1.81193248925	0.241655687386	7.49799232476	6.48026940045072e-14	4.90528218529769e-12
Rabgap1l	Rabgap1l	3532.71846346	1.74350182839	0.232594144587	7.49589733434	6.58463166262232e-14	4.96031699623217e-12
Lat	Lat	1300.19910037	2.10509674788	0.281600467021	7.47547321262	7.69265280908057e-14	5.76728118973605e-12
Rusc2	Rusc2	288.46572212	3.37670727934	0.452071367551	7.46941195953	8.05539825974508e-14	6.01047787294979e-12
Ppp1r15a	Ppp1r15a	3469.28465235	2.73149069481	0.365976634704	7.46356580119	8.42117917576887e-14	6.25362353104846e-12
Atp8b4	Atp8b4	255.67402949	-3.97168163063222	0.532398286939	-7.45998198728913	8.65343093553756e-14	6.39578345891217e-12
Mmrn1	Mmrn1	6423.79041902	1.90334790013	0.255221212027	7.45763992349	8.8085998834756e-14	6.47990382977367e-12
Mir3063	Mir3063	193.79784668	-8.56840974515002	1.14907385892	-7.45679633960573	8.8651571956063e-14	6.49103495784837e-12
Marcksl1	Marcksl1	6355.81570826	-1.69024967987479	0.227656600711	-7.42455819243775	1.13156985633833e-13	8.24677585068153e-12
Abcg4	Abcg4	245.988431834	-4.18827669942571	0.56478144349	-7.41574771568925	1.20940525446417e-13	8.77322728342547e-12
Abcb1a	Abcb1a	152.520203189	6.24335398421	0.842226904232	7.41291207018	1.23555811732183e-13	8.92164061765706e-12
Psd3	Psd3	1463.36582094	2.0106560884	0.271997850497	7.39217638935	1.44444729161863e-13	1.03821305561341e-11
Plxnd1	Plxnd1	4720.50416099	-1.5489486359289	0.20965148918	-7.38820717176062	1.48821742809613e-13	1.06478898999261e-11
Asns	Asns	3618.47500473	-1.69566657666532	0.229882043452	-7.37624631833993	1.62814668275217e-13	1.15961047145654e-11
