#1.2
22089	6
Name	Description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Peg3	Peg3	260.815196393	4.39261513374	0.294247900704	14.9282802808	2.15758990352986e-50	5.87630050177504e-48
Hmcn1	Hmcn1	345.777990371	6.28571923588	0.423802769745	14.8317087207	9.13770082528264e-50	2.44919390691623e-47
Tnfsf13	Tnfsf13	186.687387503	-3.63466437940355	0.248209954821	-14.6435076789189	1.48219952108911e-48	3.91069079892356e-46
Epb4.1l4b	Epb4.1l4b	1714.38649411	-3.04633015627682	0.20817842837	-14.6332652241286	1.72314907422533e-48	4.47647619497984e-46
Kif1c	Kif1c	732.318909713	-2.73618169378227	0.187463951056	-14.5957752323572	2.98796781994273e-48	7.64467039508377e-46
Uap1l1	Uap1l1	1661.40741007	-1.80237972380661	0.123652881172	-14.5761239586435	3.98509392713985e-48	9.89592589024758e-46
Rasip1	Rasip1	543.454848749	4.34600241908	0.298144583432	14.5768283598	3.94419672886466e-48	9.89592589024758e-46
Anxa5	Anxa5	3715.7773616	-1.95935005902438	0.134927143198	-14.5215411264078	8.84979620582805e-48	2.16576317002337e-45
Rhd	Rhd	361.32179228	6.52183834888	0.44935495219	14.5137787335	9.91070950300201e-48	2.39074629525274e-45
Slit2	Slit2	296.454641552	5.75777768253	0.399133912379	14.4256789613	3.56741919556707e-47	8.48442824455571e-45
Pou2f2	Pou2f2	941.119862014	3.69431932717	0.256121808454	14.4240716926	3.65149783052751e-47	8.56377671753994e-45
Fgfr3	Fgfr3	424.422603791	3.13211454258	0.217776143688	14.3822665308	6.68682672448943e-47	1.5467637817771e-44
Add2	Add2	729.737177196	8.87124166467	0.616947737513	14.3792433707	6.98540514665166e-47	1.59399393657243e-44
Aatk	Aatk	334.656108708	-3.09841353625028	0.216079010229	-14.3392619809445	1.24370990028674e-46	2.80017138349892e-44
Insig1	Insig1	2700.97562099	-2.59191194816612	0.180962461362	-14.3229260292586	1.57355892253922e-46	3.49619946921017e-44
Dnase2a	Dnase2a	1445.13088361	-2.18048411452209	0.152590073938	-14.2898162262099	2.5327692592309e-46	5.5543300923861e-44
Aldh1a1	Aldh1a1	192.759215547	-6.84799018818288	0.480769600263	-14.2438086443919	4.89830231189331e-46	1.06041965177731e-43
Bank1	Bank1	251.376102073	5.50942781618	0.387317585922	14.2245743969	6.44955341810282e-46	1.37857163314031e-43
Sqle	Sqle	4284.3280319	-2.51575322537644	0.176998786777	-14.2133924824421	7.56691277945512e-46	1.59718611492349e-43
Crispld2	Crispld2	250.688214458	5.10662901386	0.36141827459	14.1294156187	2.50211995132879e-45	5.21614783927629e-43
Plekhg1	Plekhg1	273.338092816	3.62160330598	0.256613062181	14.1130902504	3.15446143230854e-45	6.49588240804415e-43
Grb10	Grb10	5107.28144954	2.38037028285	0.168799054833	14.1017986457	3.7021214325471e-45	7.53180994096269e-43
Magi1	Magi1	323.698699967	5.38567516122	0.383232599926	14.0532803375	7.35468105331497e-45	1.47846600316996e-42
Glipr1	Glipr1	3874.75825449	-1.83631218866178	0.130720745188	-14.0475957815305	7.96939095852644e-45	1.58318983206679e-42
Fut7	Fut7	1088.87435995	-1.93353799836272	0.137689625335	-14.0427283003932	8.53619848114496e-45	1.67607264596062e-42
Kel	Kel	433.135499384	7.11569999937	0.507699883885	14.0155635745	1.25200427720357e-44	2.4300395660758e-42
Synj2	Synj2	382.470133468	-2.90310598104252	0.207661488543	-13.9799921565216	2.06510777449493e-44	3.96266021365015e-42
Plxnd1	Plxnd1	3824.25237982	2.48796057855	0.178101463839	13.9693437939	2.3982615338472e-44	4.55022969219594e-42
Lrp8	Lrp8	2585.86022619	-1.54800209697805	0.111111316615	-13.931993105135	4.04896664234771e-44	7.59676119140927e-42
Sec24d	Sec24d	778.194227673	-3.42251598260061	0.246308830243	-13.8952224296008	6.77128324816578e-44	1.25648229591788e-41
Esr1	Esr1	125.26220194	-4.5518652102367	0.329082887151	-13.8319717857047	1.63477150998515e-43	3.00051649104448e-41
Ccl9	Ccl9	2982.91882271	-3.4558403336975	0.250265691703	-13.8086859216634	2.25915092510386e-43	4.10193790551653e-41
B3gnt5	B3gnt5	809.086858054	-3.43972885285539	0.249317075777	-13.7966035504798	2.67145730858291e-43	4.79896043752458e-41
H2-Q4	H2-Q4	2482.90356945	-2.35635924135752	0.171092459555	-13.7724318622263	3.73427894591418e-43	6.63758255586387e-41
Alox5	Alox5	800.120947786	-3.81592967934133	0.277991108892	-13.7268047692191	7.01600576852544e-43	1.23408618132626e-40
Aldh1l1	Aldh1l1	681.753016899	-2.26452911581832	0.165228503724	-13.705438618512	9.41963560102828e-43	1.63979347174189e-40
Spsb4	Spsb4	127.113969794	-4.66549558883672	0.342204528318	-13.6336465556738	2.52634397666629e-42	4.35304534591703e-40
Srxn1	Srxn1	782.401516152	-2.65043987093009	0.194735660762	-13.610449470594	3.47102529746409e-42	5.92037708817966e-40
Rhag	Rhag	516.799606976	8.37500024413	0.618028226529	13.5511613946	7.79863976720693e-42	1.31687831109056e-39
Cdh5	Cdh5	351.773261182	3.89690636398	0.288602384739	13.5026824796	1.50784349284624e-41	2.520935170317e-39
2410004P03Rik	2410004P03Rik	128.069109402	-5.96884036834236	0.442493947727	-13.4890892836056	1.81326510207634e-41	3.00184259937854e-39
Fam84b	Fam84b	4389.47544476	-1.62348096714572	0.120463956936	-13.4769022074183	2.13900687455783e-41	3.50672525085277e-39
Cpox	Cpox	3264.68612023	1.9519199215	0.145519247688	13.4134827696	5.04145277212276e-41	8.1855741836601e-39
Casp1	Casp1	588.686327304	-2.46689215050037	0.184635787951	-13.3608558659227	1.02380176711715e-40	1.64646825138478e-38
Me1	Me1	205.967403285	-4.79845427478499	0.359228446287	-13.3576678695053	1.06859877422191e-40	1.70229800957652e-38
Slc18a1	Slc18a1	208.404166318	5.2204772981	0.393858071311	13.2547170627	4.23711897709799e-40	6.6867281352595e-38
Muc13	Muc13	5816.52461417	-2.7176149763824	0.205532250729	-13.2223286941308	6.52132177377647e-40	1.01962073585176e-37
Itgb5	Itgb5	475.210859564	-3.17974197403798	0.241198114158	-13.1831129158626	1.09766379688033e-39	1.70047255725883e-37
Itga9	Itga9	929.759958401	2.99988715491	0.22945772229	13.0738121383	4.64767395693529e-39	7.13460203970993e-37
Trpm2	Trpm2	233.540907335	-2.9490081103533	0.225900339634	-13.0544651465672	5.99294359756225e-39	9.11683293589515e-37
Dkkl1	Dkkl1	682.886201033	-2.3688043679597	0.181686677115	-13.0378539889417	7.45252754939697e-39	1.12360160892069e-36
Cyp51	Cyp51	4520.33838066	-3.18198277796204	0.245332947127	-12.9700589147222	1.80891254517709e-38	2.70312364936817e-36
Ctse	Ctse	2289.88693251	-2.37939156013171	0.183916585992	-12.9373408455491	2.77054052323462e-38	4.10380239257367e-36
Pde4a	Pde4a	1162.49103047	-1.98858651009282	0.153802344638	-12.9294941164237	3.0683105945787e-38	4.50534719130921e-36
Apoe	Apoe	5955.46443398	2.80902600548	0.217589835237	12.9097299165	3.96689982666306e-38	5.77457504077865e-36
Itgam	Itgam	654.058537336	3.37438808389	0.261603932067	12.8988431375	4.5690477766288e-38	6.59426844069691e-36
9330182L06Rik	9330182L06Rik	183.629974027	-3.89673779192853	0.302116543799	-12.898127798387	4.61165328257299e-38	6.5993540109769e-36
Col16a1	Col16a1	320.560280529	-3.24712871535448	0.253642873514	-12.8019710168661	1.59842015412256e-37	2.26814476659777e-35
Zfp711	Zfp711	320.366086958	5.07225638389	0.397989269427	12.7447063866	3.33644562698099e-37	4.69493507143341e-35
Fah	Fah	297.484997172	-3.24902243340646	0.255018047958	-12.740362728904	3.52750939930632e-37	4.92277055509806e-35
Sox18	Sox18	381.502012476	3.86782556355	0.304603663007	12.6978957684	6.07409860817263e-37	8.40714992603303e-35
Fam181b	Fam181b	301.710584912	4.08196965938	0.323564168535	12.6156418304	1.73141276333142e-36	2.37696227004995e-34
Gpr128	Gpr128	492.620877771	-2.38808379857769	0.190230239272	-12.553649765254	3.79601400480813e-36	5.16931391009597e-34
Ldlr	Ldlr	3249.52979676	-2.41466946114397	0.193089760866	-12.5054246807714	6.97261919702483e-36	9.4191718208769e-34
Plvap	Plvap	217.39173667	4.32718305481	0.346525192387	12.4873548875	8.7515091827047e-36	1.1728411433266e-33
H2-Q7	H2-Q7	1134.08041108	-6.81453849421159	0.549005590387	-12.4125120281598	2.23527896160579e-35	2.94882191763088e-33
H2-Q9	H2-Q9	1134.08041108	-6.81453849421159	0.549005590387	-12.4125120281598	2.23527896160579e-35	2.94882191763088e-33
H2-L	H2-L	9643.32357924	-1.76664712919471	0.142457221239	-12.4012465905495	2.57289449500554e-35	3.36789894904369e-33
St3gal6	St3gal6	242.473839202	3.10285055656	0.25162572195	12.3312137269	6.15131285957221e-35	7.99008222667203e-33
Abcg3	Abcg3	373.667896731	3.44853864412	0.280035728484	12.3146380742	7.55533563655432e-35	9.73888530983635e-33
Caskin2	Caskin2	972.061448619	1.80929993736	0.14699592961	12.3085036582	8.15205639263318e-35	1.0428456382273e-32
Gsn	Gsn	743.651144711	-1.97227334929319	0.160281151258	-12.3050859930357	8.50458025566237e-35	1.07976197140688e-32
Tmem56	Tmem56	367.941369482	7.87152208675	0.640973621692	12.2805710256	1.15182398311228e-34	1.4514701327488e-32
Gdf15	Gdf15	102.271423687	-6.24412439191687	0.513010404694	-12.1715355766415	4.40712605786255e-34	5.51249856393089e-32
Ocln	Ocln	203.842828555	3.62664368193	0.298464651633	12.1509989946	5.66688871760038e-34	7.03610903569118e-32
Cpt1a	Cpt1a	3450.70345485	-2.00476635491576	0.165108254285	-12.1421328303319	6.31579757098266e-34	7.7845662615776e-32
Scin	Scin	7829.36543357	-10.3489079656581	0.853524426554	-12.124911301525	7.79445452712662e-34	9.53747530036668e-32
Tnfsf4	Tnfsf4	103.39175094	-5.81884292420827	0.4810029187	-12.0973131305102	1.09124654536761e-33	1.32566828525738e-31
Mcoln2	Mcoln2	681.917672185	-2.13921819725871	0.176960098056	-12.0887037290275	1.21183621202714e-33	1.46164759116359e-31
Myo7a	Myo7a	2657.65073514	1.72111333774	0.143291752966	12.0112518837	3.10114593205381e-33	3.71389717791919e-31
Egfl7	Egfl7	4834.62885092	1.78019966412	0.14842339703	11.9940636028	3.81709463955599e-33	4.53911690729172e-31
Phlda2	Phlda2	133.115208488	-4.20256148255993	0.351750149511	-11.9475755401889	6.68469663560661e-33	7.89355156565407e-31
Gimap8	Gimap8	2000.26416672	3.24115651404	0.271429929903	11.9410431826	7.23105408664361e-33	8.47941522965722e-31
Epor	Epor	636.161434629	2.9157854875	0.244241650469	11.93811736	7.48993142740715e-33	8.72241255746187e-31
Tnfrsf25	Tnfrsf25	176.19886689	5.79752162646	0.486248536288	11.9229595439	8.98587410391031e-33	1.03928404190842e-30
Abcb1b	Abcb1b	834.528542362	-2.7297618343945	0.229087211918	-11.9158193577948	9.78990104272541e-33	1.1195695193041e-30
Myl10	Myl10	331.89343015	-4.10767637394961	0.344730220849	-11.9156259751114	9.81264295019581e-33	1.1195695193041e-30
Acp5	Acp5	302.733333282	3.51268357443	0.295339004324	11.8937340582	1.27572759429287e-32	1.44576752733083e-30
Spire1	Spire1	1544.95544271	1.95811371634	0.164775846888	11.883499635	1.44201133781272e-32	1.62332023002037e-30
2700081O15Rik	2700081O15Rik	1956.55705881	2.23493543592	0.188352095738	11.8657317146	1.78336479404023e-32	1.99429787497771e-30
Dusp4	Dusp4	807.076705015	-2.67591608777363	0.225547025288	-11.8641160723027	1.81812488573489e-32	2.01979321187627e-30
Cyp27a1	Cyp27a1	357.322830805	3.39459978503	0.286933229516	11.8306262079	2.71111612177994e-32	2.99215077335791e-30
Pdgfb	Pdgfb	583.482318043	3.36902632933	0.284859946393	11.826956973	2.83224286502433e-32	3.10553591031175e-30
Stxbp5	Stxbp5	5305.62281602	-1.56150519234556	0.132349616191	-11.7983356301509	3.98107596786336e-32	4.33706121247359e-30
Cpne2	Cpne2	2239.41904968	-4.91365348121673	0.416647386602	-11.7933140569851	4.22578702470683e-32	4.57414357046151e-30
Tctn1	Tctn1	1059.66861174	-1.49341054331329	0.126710314222	-11.7860219389686	4.60796853033114e-32	4.95606093013832e-30
Fbln1	Fbln1	314.056341833	2.63194190862	0.223512025938	11.7753928343	5.22730137470821e-32	5.58659563375461e-30
Gata1	Gata1	686.404704231	3.16715525288	0.269649635456	11.7454460768	7.4528195987395e-32	7.91498816001983e-30
Rin1	Rin1	157.959465748	-4.21192048479064	0.35967009214	-11.7105107620334	1.12599258008533e-31	1.18834441920755e-29
Dock5	Dock5	1812.81279349	-1.65083313031375	0.14132064975	-11.6814714143494	1.58527310571069e-31	1.66266594180315e-29
Sdc2	Sdc2	176.999682687	-3.52638787546561	0.302012783196	-11.6762868053246	1.68496496013761e-31	1.75631594548665e-29
Trim16	Trim16	536.6047795	-2.2635165838399	0.194282793759	-11.6506281387305	2.27773662235731e-31	2.3596233500077e-29
Cd4	Cd4	154.527031714	4.58648088834	0.39424505561	11.6335787173	2.78185223647923e-31	2.86429005275539e-29
Fstl1	Fstl1	1324.17125589	3.08248767247	0.265345288242	11.6168924381	3.38215729240201e-31	3.46127927512123e-29
Igf2bp1	Igf2bp1	2169.84770105	13.8781095883	1.19759449314	11.5883211453	4.72299167996172e-31	4.80436370529118e-29
Alcam	Alcam	661.71324172	-3.55987140967053	0.308332371256	-11.5455649212977	7.77290803397478e-31	7.85948054261665e-29
Flnb	Flnb	10414.7626276	-2.0126813744589	0.17452086812	-11.5326115216988	9.0360405413513e-31	9.08229646317012e-29
Syde2	Syde2	470.741117496	-1.99158693628226	0.173336166805	-11.4897368102466	1.48563854552783e-30	1.48440783904041e-28
Tenm4	Tenm4	191.093256335	4.23445664828	0.36889444805	11.47877576	1.68651568331396e-30	1.67520610755527e-28
Nat8l	Nat8l	327.436483703	2.86793434721	0.250292685925	11.4583226298	2.13611695486659e-30	2.10938426315071e-28
Cyp26b1	Cyp26b1	177.286017235	5.17009345757	0.451258467532	11.4570558329	2.16758399115018e-30	2.12801298107918e-28
Cyth4	Cyth4	3316.05221632	1.22940523292	0.10739437109	11.4475760736	2.41812868429469e-30	2.36026132734105e-28
Grn	Grn	2947.15532125	-1.24525784197078	0.108859358688	-11.4391436526558	2.66502978332784e-30	2.58630419087782e-28
Pde3b	Pde3b	1358.19866608	2.06666272979	0.180683437094	11.4380308623	2.69942782323351e-30	2.60471646989263e-28
Fdft1	Fdft1	2182.90250765	-2.67471780877275	0.234000087455	-11.4304137141966	2.94701368585461e-30	2.82745869882619e-28
Hmgcr	Hmgcr	7975.3428362	-2.31890667122986	0.203001129149	-11.4231220335922	3.20509391423975e-30	3.05769580993517e-28
Pxylp1	Pxylp1	774.6888499	-1.9663216063263	0.172171067027	-11.4207435679171	3.29403490328929e-30	3.12489176274961e-28
Fdps	Fdps	4040.87874575	-2.71413967736685	0.23777135655	-11.4149143813836	3.52250670603518e-30	3.32296358872123e-28
Cd244	Cd244	867.745881564	-2.6022436711288	0.228047987006	-11.4109477803085	3.68689936370445e-30	3.45872125863963e-28
Lrrc16b	Lrrc16b	411.892393113	3.84629765696	0.337647456038	11.3914604958	4.61193829588483e-30	4.30260718587355e-28
Bcl11a	Bcl11a	4521.47464367	1.64797010757	0.144717985429	11.3874588752	4.82866795716575e-30	4.48004874311543e-28
Jup	Jup	678.586260164	1.89234539925	0.166200273647	11.3859343172	4.91387198588448e-30	4.53418810675657e-28
Hspg2	Hspg2	388.569566471	4.14058859562	0.364298538898	11.3659214998	6.18087361288729e-30	5.67229520800081e-28
Tnfsf12Tnfsf13	Tnfsf12Tnfsf13	252.094336124	-2.49484543177984	0.219757158603	-11.3527379387059	7.18761427261944e-30	6.5605434922947e-28
Il9r	Il9r	284.292415097	7.7610980859	0.684441112892	11.3393218784	8.37912150169306e-30	7.60698095040801e-28
Rtkn	Rtkn	657.125106876	1.95696013269	0.173833823528	11.2576487877	2.12348763886646e-29	1.91749798234754e-27
Klhl5	Klhl5	3259.33658404	-1.44094102702755	0.128371138221	-11.2248052560633	3.08064391318384e-29	2.76700814457565e-27
Foxred2	Foxred2	1499.25554405	-1.52220365055668	0.135745555483	-11.2136537003861	3.49463616182736e-29	3.12224477400089e-27
Emilin2	Emilin2	7392.50101412	-4.67331501128269	0.418403031934	-11.1694100056657	5.75619441805371e-29	5.115742049645e-27
Camk1d	Camk1d	676.06091626	2.16482927322	0.194091860641	11.1536324402	6.87416328056697e-29	6.07733618615988e-27
Atp7b	Atp7b	371.499018427	4.04199738314	0.36266713857	11.1451988704	7.5575269430005e-29	6.64668749789096e-27
Apln	Apln	138.780845746	-3.64877688924715	0.327838719138	-11.1297924139211	8.98444903085863e-29	7.86069462876057e-27
Lss	Lss	2186.19284305	-3.12332510126642	0.280766543702	-11.1242780570989	9.55764656705342e-29	8.3190938108899e-27
Pde2a	Pde2a	1101.20316843	2.05782645587	0.185338475165	11.1030721173	1.21204708101823e-28	1.04957061590123e-26
Camk1	Camk1	1162.72617942	-1.57608220797159	0.14201679845	-11.0978576138393	1.2848687435349e-28	1.10695375527196e-26
Dusp18	Dusp18	331.441728702	-2.29603125863929	0.206980572999	-11.092979526387	1.35691504020637e-28	1.16308971415862e-26
Sh2d5	Sh2d5	2871.72516736	-1.9277825541954	0.174069560311	-11.0747826946187	1.66283059641437e-28	1.4181089621744e-26
Fndc4	Fndc4	132.123965396	4.25099672461	0.383868846442	11.0740862771	1.67580836952084e-28	1.42199498129291e-26
Ralgps2	Ralgps2	1962.07632084	1.5380339802	0.138988505107	11.0659077815	1.83594399063607e-28	1.55008751129404e-26
Sbf2	Sbf2	391.498547361	2.32813419656	0.210670850557	11.0510504439	2.16664685222406e-28	1.82019894261967e-26
Igf1	Igf1	228.280573694	7.18788008578	0.651037712464	11.0406508689	2.43264599246172e-28	2.03354753607468e-26
Cep170b	Cep170b	732.171624494	-2.16476726099597	0.196917396056	-10.9932758829512	4.117063317487e-28	3.42466656054608e-26
Pklr	Pklr	1281.72017386	13.1182399851	1.19388163406	10.9878899305	4.37023652807698e-28	3.61744186338764e-26
Mdfic	Mdfic	554.779424077	-2.34105916429447	0.215451046318	-10.865851915352	1.67651075216308e-27	1.38095417370858e-25
Ly6e	Ly6e	10324.561792	-1.39880702395979	0.129036113244	-10.8404305492175	2.21426496141961e-27	1.81505233682192e-25
Nfe2l2	Nfe2l2	3029.95389082	-1.22329818365375	0.11304889843	-10.8209650925179	2.73878069172257e-27	2.23415704156654e-25
Smad6	Smad6	365.854866187	2.18698600262	0.202712292445	10.7886205432	3.89593341688633e-27	3.1628236383434e-25
I730030J21Rik	I730030J21Rik	159.751971816	-3.77381799834856	0.350428234057	-10.7691607912491	4.81368726315481e-27	3.88918292467139e-25
Acy3	Acy3	391.407372529	2.16144816829	0.200825458175	10.7628195545	5.15677983074319e-27	4.14654210580616e-25
St14	St14	608.57991726	-2.96999496270409	0.276378086312	-10.7461304271031	6.18001817520175e-27	4.94577189130127e-25
Sord	Sord	4803.54575397	-1.15756163065244	0.107784758216	-10.7395669834186	6.63548722762947e-27	5.28522817574298e-25
Mylk3	Mylk3	191.004805439	4.73121822377	0.441922753121	10.705984678	9.54108537989094e-27	7.56388580867786e-25
Pitpnm1	Pitpnm1	889.41085325	-2.17300303487216	0.203255164317	-10.6910101997912	1.12142792003394e-26	8.84879993350146e-25
B2m	B2m	20507.4136642	-1.58500399542318	0.148849400063	-10.6483734213983	1.77438316758477e-26	1.39359228687611e-24
She	She	165.643745685	6.28929452273	0.591441859256	10.6338339505	2.07406839415524e-26	1.62142217146784e-24
Sema7a	Sema7a	526.13731265	-3.55538508127722	0.334570208115	-10.6267234650331	2.2383882430169e-26	1.74181676827573e-24
Acadl	Acadl	2866.79983978	-1.16769454081963	0.109891275589	-10.6259076032859	2.25804896598523e-26	1.74905572658837e-24
Sh2d4a	Sh2d4a	205.906690665	4.92228083267	0.463424244219	10.6215436375	2.36615559181479e-26	1.82442480928697e-24
