chr	start	end	strand	pvalue	qvalue	meth.diff
chr2	20899927	20899927	+	2.1424499255289e-05	0.000247630784613638	26.1197749768568
chr2	20899944	20899944	+	1.49390915519469e-07	2.18043767937172e-06	29.1351098644226
chr2	20899956	20899956	+	5.92907800377341e-08	8.86644270465649e-07	28.7592577182325
chr2	20900006	20900006	+	1.59324730965101e-07	2.31817500283337e-06	26.1824324324324
chr2	20900021	20900021	+	2.58630709817682e-07	3.67520829404287e-06	30.6384505021521
chr3	92281393	92281393	+	0.00546151225281312	0.0333968277284971	26.3333333333333
chr3	106202018	106202018	+	0.000508901978105376	0.00457763912243407	33.5858585858586
chr3	106202569	106202569	+	0.00227689577023008	0.016461745911871	30.3225806451613
chr3	106221104	106221104	+	0.000267648793446866	0.00259799389535885	36.9090909090909
chr3	106254308	106254308	+	0.00886256939407293	0.0487044676159673	33.6486486486486
chr4	3091128	3091128	+	0.00037243579628623	0.00349632559382681	34.3085106382979
chr4	145837153	145837153	+	0.0025989655837672	0.0183449237507643	25.4641909814324
chr4	145837160	145837160	+	0.0019252468669062	0.0143645388408671	28.0869565217391
chr4	145837295	145837295	+	0.00440231440805957	0.0279200903705632	32.6754385964912
chr4	145837302	145837302	+	0.00525138757938242	0.0324521864864484	29.4545454545454
chr4	145837329	145837329	+	0.000208186152711622	0.00206666851660205	40.033291718685
chr4	145837334	145837334	+	3.3089952413388e-07	4.67841824595584e-06	54.4175824175824
chr4	146450343	146450343	+	0.00569938756769795	0.0344154027095696	29.5238095238095
chr4	147132778	147132778	+	0.00103898894784989	0.00848473351892267	28.6538461538462
chr4	147268736	147268736	+	3.10746590305966e-05	0.00035077027524654	45.4712362301102
chr4	147615513	147615513	+	5.92462887571037e-07	8.1541424602438e-06	33.275713050994
chr4	147632831	147632831	+	0.0028434230404171	0.0197419045194279	32.9411764705882
chr4	147739651	147739651	+	0.000658518835652756	0.00570380857653822	34.0686274509804
chr4	147748039	147748039	+	0.00048980432979237	0.00444148217032924	37.1052631578947
chr4	147764347	147764347	+	2.57514712838105e-05	0.000293761976135463	40.3888481291269
chr5	10240635	10240635	+	0.0058352831936795	0.0350997199331659	35.0140056022409
chr5	14990943	14990943	+	2.8425952307426e-06	3.63361576032289e-05	43.1020408163265
chr5	15576932	15576932	+	0.000941652001801258	0.00781292127182932	31.0344827586207
chr5	15606193	15606193	+	0.0076626055175339	0.0436525288683271	27.0800211976683
chr5	26007546	26007546	+	8.91588250196472e-05	0.000940440904100925	49.2647058823529
chr5	93537010	93537010	+	9.03818192615753e-06	0.000108871209438982	37.5
chr5	93653716	93653716	+	0.002097249429258	0.0154502168972111	35.3333333333333
chr5	93663132	93663132	+	8.288050173915e-06	0.000100180203334261	42.3050615595075
chr5	93674883	93674883	+	0.000597632112168873	0.00523801943701175	32.1768707482993
chr6	3182778	3182778	+	0.00120925220921787	0.00967754449348793	46.2450592885375
chr6	47659800	47659800	+	0.00233224865635306	0.0168098455322586	28.6601597160603
chr6	47659807	47659807	+	0.00882640017501979	0.0485978944822537	25.9615384615385
chr6	47750053	47750053	+	1.04851234558323e-07	1.54648400542323e-06	25.3197746518797
chr6	62186778	62186778	+	0.000864975164484791	0.00725413106562156	28.5714285714286
chr6	67674370	67674370	+	9.52681769718413e-05	0.00100035881179523	36.4864864864865
chr6	111040107	111040107	+	0.000116842291410393	0.00120965484846371	26.5163714439077
chr7	33836946	33836946	+	0.000762982786706408	0.00650002868806937	35.3233830845771
chr7	43139857	43139857	+	0.00362563322209006	0.0239153413926355	34.1666666666667
chr8	15519943	15519943	+	0.000792431872496994	0.00673043019597326	29.9186991869919
chr8	15519948	15519948	+	1.04844561495073e-09	1.79403412910304e-08	27.8525641025641
chr8	15519960	15519960	+	2.09111902636282e-11	4.01503487464261e-10	27.5599128540305
chr8	15519961	15519961	+	1.67335313332293e-11	3.24405717904295e-10	31.3976110759207
chr8	15519966	15519966	+	0.00211519686457967	0.0155578687176935	27.0066889632107
chr8	15519969	15519969	+	3.71648789708728e-07	5.217658625712e-06	25.6451570986772
chr8	15520067	15520067	+	0.000509204306555075	0.00457763912243407	25.4658385093168
chr8	20351474	20351474	+	0.00259860007567823	0.0183449237507643	26.1729434041658
chr8	20389189	20389189	+	0.00438916666073924	0.0278493241616206	33.8050314465409
chr8	71163425	71163425	+	0.00313226538481214	0.0212210237084504	29.5454545454545
chr8	71181715	71181715	+	0.00298689060457349	0.0205141361620888	32.8190743338008
chr8	71830167	71830167	+	0.00116968548026608	0.00939311865595693	32.4561403508772
chr9	3008573	3008573	+	0.000260684792684011	0.00254074763335145	36.8686868686869
chr9	3029726	3029726	+	0.00731865009794462	0.0421563311434225	30.6521739130435
chr9	56223614	56223614	+	7.4727771078127e-06	9.11919930287926e-05	27.0945945945946
chr9	56223644	56223644	+	5.59920644437767e-09	9.03952228124141e-08	32.6480333021833
chr9	124276363	124276363	+	0.00213785689489285	0.0156966861014198	40.952380952381
chrX	169985830	169985830	+	0.00104320130414006	0.00851175052076708	32.3198198198198
chrX	170736158	170736158	+	0.00174369418986858	0.0131714321135007	31.0855263157895
chrX	170737059	170737059	+	0.000687599698301552	0.00592635617711935	28.2970550576184
chrY	90739663	90739663	+	0.0010189231950331	0.00834033384936445	25.4761904761905
chrY	90742021	90742021	+	0.000108486675730835	0.00113106371023642	37.5
