chr	start	end	strand	pvalue	qvalue	meth.diff	target.row	dist.to.feature	feature.name	feature.strand	prom	exon	intron	CpGi	shores
chr1	24614015	24614015	+	0.581585172925485	0.645757232222497	0.238980806276349	48	-26094	XM_006495645.4	-	0	0	0	0	0
chr1	24614129	24614129	+	0.013036700498249	0.0647767176827922	1.22120473461141	49	-26208	XM_006495645.4	-	0	0	0	0	0
chr1	24614176	24614176	+	0.0543373917228604	0.174561845437298	0.893624446528671	50	-26255	XM_006495645.4	-	0	0	0	0	0
chr1	24614299	24614299	+	0.7229778452982	0.712722103694711	-0.131042893842281	51	-26378	XM_006495645.4	-	0	0	0	0	0
chr1	24614315	24614315	+	0.558073262130337	0.633323157213794	-0.193513904717538	52	-26394	XM_006495645.4	-	0	0	0	0	0
chr1	24614455	24614455	+	0.793187589311771	0.740896016520214	-0.0922437340600511	53	-26534	XM_006495645.4	-	0	0	0	0	0
chr1	24614530	24614530	+	0.138032756434176	0.304000566093841	-0.535570772436515	54	-26609	XM_006495645.4	-	0	0	0	0	0
chr1	24614545	24614545	+	0.218457364810102	0.391569957952042	-0.469160789733534	55	-26624	XM_006495645.4	-	0	0	0	0	0
chr1	24614594	24614594	+	0.0530831653189241	0.171993154376128	-0.633814909212117	56	-26673	XM_006495645.4	-	0	0	0	0	0
chr1	24614645	24614645	+	0.659378847114808	0.685240525948832	0.180928409766128	57	-26724	XM_006495645.4	-	0	0	0	0	0
chr1	24614860	24614860	+	0.0131205751690891	0.0650390961687925	-0.904906277564109	58	-26939	XM_006495645.4	-	0	0	0	0	0
chr1	24614908	24614908	+	0.298188743071136	0.459335026809167	-0.351906993973415	59	-26987	XM_006495645.4	-	0	0	0	0	0
chr1	24615003	24615003	+	0.750538561612732	0.72339755037783	-0.125568516780423	60	-27082	XM_006495645.4	-	0	0	0	0	0
chr1	24615033	24615033	+	0.571419476227813	0.639909424804397	-0.219993755793671	61	-27112	XM_006495645.4	-	0	0	0	0	0
chr1	24615091	24615091	+	0.59541888938218	0.652946377082171	-0.23815720978657	62	-27170	XM_006495645.4	-	0	0	0	0	0
chr1	24615114	24615114	+	0.998452569521426	0.799651565933561	0.000599333541102288	63	-27193	XM_006495645.4	-	0	0	0	0	0
chr1	24615139	24615139	+	0.620443119794959	0.664893271845584	-0.165211970074813	64	-27218	XM_006495645.4	-	0	0	0	0	0
chr1	24615144	24615144	+	0.355441399099427	0.50294674144423	-0.283677799232401	65	-27223	XM_006495645.4	-	0	0	0	0	0
chr1	24615165	24615165	+	0.203574369965467	0.376729652307835	-0.328776720036536	66	-27244	XM_006495645.4	-	0	0	0	0	0
chr1	24615187	24615187	+	0.136915835868806	0.30285404939639	-0.505147527527702	67	-27266	XM_006495645.4	-	0	0	0	0	0
chr1	24615241	24615241	+	0.036590687364868	0.135097817713919	-0.804514968820918	68	-27320	XM_006495645.4	-	0	0	0	0	0
chr1	24615277	24615277	+	0.225105393519187	0.397330138340427	-0.471344516421035	69	-27356	XM_006495645.4	-	0	0	0	0	0
chr1	24615286	24615286	+	0.0917992583330849	0.241214951202372	-0.624358224317442	70	-27365	XM_006495645.4	-	0	0	0	0	0
chr1	24615301	24615301	+	0.307022597992628	0.466054839313097	-0.422177442243288	71	-27380	XM_006495645.4	-	0	0	0	0	0
chr1	24615321	24615321	+	0.864614305293476	0.770196255709993	0.087326663156047	72	-27400	XM_006495645.4	-	0	0	0	0	0
chr1	24615437	24615437	+	0.588402818221139	0.649316751913388	-0.21430144090809	73	-27516	XM_006495645.4	-	0	0	0	0	0
chr1	24615532	24615532	+	0.890010954202314	0.779894012408049	-0.0480882686887487	74	-27611	XM_006495645.4	-	0	0	0	0	0
chr1	24615691	24615691	+	0.411155763036559	0.541696982879131	-0.436763086937792	75	-27770	XM_006495645.4	-	0	0	0	0	0
chr1	24615735	24615735	+	0.185246529822821	0.358270800845658	-0.654997176736307	76	-27814	XM_006495645.4	-	0	0	0	0	0
chr1	24615793	24615793	+	0.0542367302273249	0.174455631991108	-0.865457381817204	77	-27872	XM_006495645.4	-	0	0	0	0	0
chr1	24615812	24615812	+	0.175237196697082	0.346932495459122	-0.665483028720626	78	-27891	XM_006495645.4	-	0	0	0	0	0
chr1	24615935	24615935	+	0.426267360258055	0.552249842543607	-0.412336751786919	79	-28014	XM_006495645.4	-	0	0	0	0	0
chr1	24615938	24615938	+	0.337700208501612	0.489821425621165	-0.558527570053496	80	-28017	XM_006495645.4	-	0	0	0	0	0
chr1	24615996	24615996	+	0.440892500354361	0.562287668228311	-0.521954369349979	81	-28075	XM_006495645.4	-	0	0	0	0	0
chr1	24616008	24616008	+	0.325294547500403	0.480198445929533	-0.683420082411624	82	-28087	XM_006495645.4	-	0	0	0	0	0
chr1	24616146	24616146	+	0.820787779250319	0.752211972173689	0.672782874617738	83	-28225	XM_006495645.4	-	0	0	0	0	0
chr1	24616155	24616155	+	0.124706123626803	0.287376392654348	6.27450980392157	84	-28234	XM_006495645.4	-	0	0	0	0	0
chr1	25520465	25520465	+	0.388934727762969	0.526272617567497	2.04192303681301	85	12175	XM_006495818.4	-	0	0	1	0	0
chr1	25520478	25520478	+	0.310425856921642	0.469375996178002	2.77452208705493	86	12162	XM_006495818.4	-	0	0	1	0	0
chr1	25520496	25520496	+	0.168185433249933	0.339391270598978	-2.33306516492356	87	12144	XM_006495818.4	-	0	0	1	0	0
chr1	25520528	25520528	+	0.60725585205557	0.658614573899772	1.6937587798515	88	12112	XM_006495818.4	-	0	0	1	0	0
chr1	25603889	25603889	+	0.741192254182094	0.72030063246281	3.61952861952861	89	-44023	XM_017319555.2	-	0	0	1	0	0
chr1	26535044	26535044	+	0.600150832357185	0.65549479280392	-3.64948453608247	90	-84614	XR_001778848.1	+	0	0	0	0	0
chr1	26535178	26535178	+	0.133223341990925	0.298243526323945	-10.9090909090909	91	-84480	XR_001778848.1	+	0	0	0	0	0
chr1	26686953	26686953	+	0.00529881338868162	0.0326731393105958	21.7692688562469	92	508	NM_001033764.3	-	1	0	1	0	0
chr1	26688226	26688226	+	0.137531734977807	0.303605760007282	-12.8759398496241	93	-767	NM_001033764.3	-	1	0	1	0	0
chr1	31296224	31296224	+	0.0105118696160808	0.0556489034876305	-19.047619047619	94	31379	NR_015347.1	+	0	0	0	0	0
chr1	31815244	31815244	+	0.304334423804344	0.463857759639526	3.00865800865802	95	-158507	XR_003949215.1	-	0	0	0	0	0
chr1	31815275	31815275	+	0.772641984641711	0.733455673420847	0.763785394932925	96	-158538	XR_003949215.1	-	0	0	0	0	0
chr1	31815356	31815356	+	0.737044606961682	0.718384284260424	-1.36084284460053	97	-158619	XR_003949215.1	-	0	0	0	0	0
chr1	33163948	33163948	+	0.293219167274955	0.455013115570428	-3.38018960444589	98	12219	XR_865316.3	-	0	0	1	0	0
chr1	33539049	33539049	+	0.099474384819685	0.252649793547231	-8.79120879120879	99	3401	XM_011238455.2	-	0	0	1	0	0
chr1	34604869	34604869	+	0.929493755388384	0.793935313506399	-0.305997552019577	100	25102	XM_006495821.4	+	0	0	0	0	0
chr1	34604880	34604880	+	0.213368688307569	0.386326151524502	-2.56410256410257	101	25113	XM_006495821.4	+	0	0	0	0	0
chr1	34604931	34604931	+	0.226146117805806	0.398262462754162	8.71794871794872	102	25164	XM_006495821.4	+	0	0	0	0	0
chr1	34604957	34604957	+	0.735527570868357	0.717475886734004	1.60098522167488	103	25190	XM_006495821.4	+	0	0	0	0	0
chr1	37790944	37790944	+	0.77515211992072	0.734387946402005	2.47542773935202	104	51504	XM_017319578.2	-	0	0	1	0	0
chr1	37790976	37790976	+	0.579548780236426	0.64483329230923	-6.45863570391873	105	51472	XM_017319578.2	-	0	0	1	0	0
chr1	40199662	40199662	+	0.189628087625937	0.36260157060827	9.5135135135135	106	-22818	XM_006495713.3	+	0	0	0	0	0
chr1	40199852	40199852	+	0.050305018032661	0.165871476729826	10.6514084507042	107	-22628	XM_006495713.3	+	0	0	0	0	0
chr1	43777812	43777812	+	0.859789338837104	0.768377399876597	1.1904761904762	108	47212	NM_024283.3	+	0	0	1	0	0
chr1	43777838	43777838	+	0.141956780681034	0.308605670701951	-8.09716599190284	109	47238	NM_024283.3	+	0	0	1	0	0
chr1	43777873	43777873	+	0.658986111105939	0.685215724611019	-3.00819061801937	110	47273	NM_024283.3	+	0	0	1	0	0
chr1	43777899	43777899	+	0.403319090561769	0.536285989113653	3.34178017104846	111	47299	NM_024283.3	+	0	0	1	0	0
chr1	43777934	43777934	+	0.0432379118668728	0.150698560723721	-17.3424657534247	112	47334	NM_024283.3	+	0	0	1	0	0
chr1	43777960	43777960	+	1	0.799651565933561	0	113	47360	NM_024283.3	+	0	0	1	0	0
chr1	43778448	43778448	+	0.254387709517954	0.422182886631615	4.27059712773998	114	47848	NM_024283.3	+	0	0	1	0	0
chr1	43778461	43778461	+	0.0286115666149998	0.114455269496253	-10.4757747708424	115	47861	NM_024283.3	+	0	0	1	0	0
chr1	43778483	43778483	+	0.866280813788297	0.771135521285285	-0.624133148404993	116	47883	NM_024283.3	+	0	0	1	0	0
chr1	43778509	43778509	+	0.443584432753771	0.56398365989308	-3.95180722891566	117	47909	NM_024283.3	+	0	0	1	0	0
chr1	43778544	43778544	+	0.29761588899292	0.458725435356571	6.47551546391752	118	47944	NM_024283.3	+	0	0	1	0	0
chr1	43778570	43778570	+	0.932878477120944	0.795176558943493	-0.375404530744328	119	47970	NM_024283.3	+	0	0	1	0	0
chr1	43778605	43778605	+	0.789458104586094	0.739186741730692	2.00534759358289	120	47980	NM_001368289.1	-	0	0	1	0	0
chr1	43778631	43778631	+	0.197374265067482	0.371180577922893	-1.88679245283019	121	47954	NM_001368289.1	-	0	0	1	0	0
chr1	43778666	43778666	+	0.97024468642086	0.799651565933561	0.207555002075555	122	47919	NM_001368289.1	-	0	0	1	0	0
chr1	43778692	43778692	+	0.114961103489334	0.273474197446107	-12.5925925925926	123	47893	NM_001368289.1	-	0	0	1	0	0
chr1	43778753	43778753	+	1	0.799651565933561	0	124	47832	NM_001368289.1	-	0	0	1	0	0
chr1	43778766	43778766	+	0.516970762507859	0.609868687913313	3.33333333333333	125	47819	NM_001368289.1	-	0	0	1	0	0
chr1	43778788	43778788	+	0.685798773879843	0.696653945177416	5.68181818181818	126	47797	NM_001368289.1	-	0	0	1	0	0
chr1	45163199	45163199	+	0.00596028942123504	0.035685389763418	12.9032258064516	127	-148339	NM_009930.2	+	0	0	0	0	0
chr1	46567506	46567506	+	0.0163925565375018	0.0772033208846586	14.8585750089509	128	-62039	XM_006496387.4	+	0	0	1	0	0
chr1	46567520	46567520	+	0.848395229584192	0.764286234928733	0.661545027742205	129	-62025	XM_006496387.4	+	0	0	1	0	0
chr1	46567525	46567525	+	0.290540642851668	0.453117183903564	3.07230307230307	130	-62020	XM_006496387.4	+	0	0	1	0	0
chr1	46567694	46567694	+	0.466208526226939	0.577637234077084	1.51290955760229	131	-61851	XM_006496387.4	+	0	0	1	0	0
chr1	46567701	46567701	+	0.0269169544686307	0.109491232368996	7.65283355644801	132	-61844	XM_006496387.4	+	0	0	1	0	0
chr1	46567752	46567752	+	0.383107107744345	0.521734664797165	4.41295546558704	133	-61793	XM_006496387.4	+	0	0	1	0	0
chr1	47175492	47175492	+	0.176673274029086	0.348199614526948	-3.57142857142857	134	-76371	XR_865414.3	+	0	0	0	0	0
chr1	52944211	52944211	+	0.421158814033489	0.548372321983359	3.91705069124424	135	3770	NM_001368281.1	-	0	0	1	0	0
chr1	54411203	54411203	+	0.328163923435191	0.482035948597043	-9.4774423888348	136	27824	NM_001033194.3	-	0	0	1	0	0
chr1	54411331	54411331	+	0.242903607543434	0.413216617708238	-7.82352941176471	137	27696	NM_001033194.3	-	0	0	1	0	0
chr1	55780178	55780178	+	0.276430532158308	0.441242654856481	2	138	-108504	XR_373419.4	+	0	0	0	0	0
chr1	55780182	55780182	+	1	0.799651565933561	0	139	-108500	XR_373419.4	+	0	0	0	0	0
chr1	56782069	56782069	+	0.0601124435039974	0.186853196466676	16.5656565656566	140	-103328	XR_003947825.1	+	0	0	0	0	0
chr1	56782076	56782076	+	0.0264223313982781	0.108075991088271	15.8423166349609	141	-103321	XR_003947825.1	+	0	0	0	0	0
chr1	56782079	56782079	+	0.00816863741056453	0.0458081902846803	17.8021978021978	142	-103318	XR_003947825.1	+	0	0	0	0	0
chr1	56782114	56782114	+	0.00551159057426533	0.0336149411739924	13.3622037772164	143	-103283	XR_003947825.1	+	0	0	0	0	0
chr1	56782116	56782116	+	0.00279768421681267	0.0194920201976568	14.1299193930773	144	-103281	XR_003947825.1	+	0	0	0	0	0
chr1	56782118	56782118	+	0.0372294003982464	0.136629176171932	9.81160351102548	145	-103279	XR_003947825.1	+	0	0	0	0	0
chr1	56782128	56782128	+	0.0582853773419257	0.183537978417725	7.80141843971631	146	-103269	XR_003947825.1	+	0	0	0	0	0
chr1	56782181	56782181	+	0.677018901217486	0.692599927358508	-1.33333333333334	147	-103216	XR_003947825.1	+	0	0	0	0	0
chr1	56782214	56782214	+	0.101743551476109	0.255693881658025	5.51241506716348	148	-103183	XR_003947825.1	+	0	0	0	0	0
chr1	56782218	56782218	+	0.258298585178577	0.425495043840264	3.83444760843548	149	-103179	XR_003947825.1	+	0	0	0	0	0
chr1	56782222	56782222	+	0.200305481589401	0.373726480762967	4.37615410441498	150	-103175	XR_003947825.1	+	0	0	0	0	0
chr1	56782229	56782229	+	0.0105170551490509	0.0556553055765855	8.06527909176916	151	-103168	XR_003947825.1	+	0	0	0	0	0
chr1	56782261	56782261	+	0.0185170339159928	0.084069021774122	7.68016150952759	152	-103136	XR_003947825.1	+	0	0	0	0	0
chr1	56782267	56782267	+	0.00899874470513023	0.0492209216888706	8.42553036112024	153	-103130	XR_003947825.1	+	0	0	0	0	0
chr1	56782286	56782286	+	0.104013793522532	0.258936094664965	5.56008839027707	154	-103111	XR_003947825.1	+	0	0	0	0	0
chr1	56782324	56782324	+	0.00490182270650444	0.0305754490002449	11.2948131197559	155	-103073	XR_003947825.1	+	0	0	0	0	0
chr1	56782330	56782330	+	0.018737867150453	0.0848673925255501	11.3077309236948	156	-103067	XR_003947825.1	+	0	0	0	0	0
chr1	56782362	56782362	+	5.92518638190422e-05	0.000644910048920596	28.7272727272727	157	-103035	XR_003947825.1	+	0	0	0	0	0
chr1	56782368	56782368	+	0.0010739504917386	0.00872443036141204	26.3297872340426	158	-103029	XR_003947825.1	+	0	0	0	0	0
chr1	56782373	56782373	+	0.00572680957490202	0.034536291290615	24.228543876567	159	-103024	XR_003947825.1	+	0	0	0	0	0
chr1	59347348	59347348	+	0.121304294465281	0.283121193266971	2.30870050994099	160	21051	XR_003947832.1	-	0	0	1	0	0
chr1	59347355	59347355	+	0.647364251527123	0.678539974461105	0.603759492095113	161	21044	XR_003947832.1	-	0	0	1	0	0
chr1	59347426	59347426	+	0.190814800997476	0.364046876042996	1.31847578248337	162	20973	XR_003947832.1	-	0	0	1	0	0
chr1	59347454	59347454	+	0.00224214629228326	0.0163116154534888	4.33471541650962	163	20945	XR_003947832.1	-	0	0	1	0	0
chr1	59347460	59347460	+	0.137502121429262	0.303605760007282	1.41541321615684	164	20939	XR_003947832.1	-	0	0	1	0	0
chr1	59347474	59347474	+	0.7967302049299	0.742529532538624	0.283488766426454	165	20925	XR_003947832.1	-	0	0	1	0	0
chr1	59347516	59347516	+	0.210699756738257	0.383934556186915	1.98854061341422	166	20883	XR_003947832.1	-	0	0	1	0	0
chr1	66018569	66018569	+	0.394207009278927	0.529789277750071	4.47204968944099	167	92049	NM_027010.3	+	0	0	0	0	0
chr1	66018582	66018582	+	1	0.799651565933561	0	168	92062	NM_027010.3	+	0	0	0	0	0
chr1	66018584	66018584	+	0.202414238743728	0.375602709061821	2.63157894736842	169	92064	NM_027010.3	+	0	0	0	0	0
chr1	66024443	66024443	+	0.152838055016835	0.322456763187636	-5.88235294117647	170	97923	NM_027010.3	+	0	0	0	0	0
chr1	66024469	66024469	+	1	0.799651565933561	0	171	97949	NM_027010.3	+	0	0	0	0	0
chr1	66024498	66024498	+	1	0.799651565933561	0	172	97978	NM_027010.3	+	0	0	0	0	0
chr1	66272056	66272056	+	0.608035758615055	0.659031898024496	-1.16319918810258	173	-30062	XM_006495748.4	+	0	0	1	0	0
chr1	66272087	66272087	+	0.781230789938965	0.736500699619958	0.545822102425886	174	-30031	XM_006495748.4	+	0	0	1	0	0
chr1	66272167	66272167	+	0.447934551924971	0.566881324593703	-2.0479302832244	175	-29951	XM_006495748.4	+	0	0	1	0	0
chr1	66272305	66272305	+	0.42427251097931	0.550907316941209	6.1344537815126	176	-29813	XM_006495748.4	+	0	0	1	0	0
chr1	68519433	68519433	+	0.462940083445536	0.575216964901178	7.14285714285715	177	437207	XR_003948681.1	-	0	0	1	0	0
chr1	70558082	70558082	+	0.31181401508572	0.470336730822686	-7.04874835309618	178	-38733	XR_003949173.1	+	0	0	1	0	0
chr1	79551568	79551568	+	0.633759904650763	0.672462542491716	-1.78250112460638	179	-37705	XR_003949286.1	-	0	0	0	0	0
chr1	79551626	79551626	+	0.742098321366808	0.720569611617389	-0.554428668018925	180	-37763	XR_003949286.1	-	0	0	0	0	0
chr1	79551797	79551797	+	0.383930570968992	0.522297111742517	-2.27562986183676	181	-37934	XR_003949286.1	-	0	0	0	0	0
chr1	79551802	79551802	+	0.931605261088247	0.794862260323883	0.24669086483079	182	-37939	XR_003949286.1	-	0	0	0	0	0
chr1	79551893	79551893	+	0.652367993074438	0.681335673393509	-3.97946084724005	183	-38030	XR_003949286.1	-	0	0	0	0	0
chr1	81502905	81502905	+	0.835256165708188	0.758673907899234	1.85185185185185	184	295593	XM_030254183.1	+	0	0	0	0	0
chr1	82551031	82551031	+	0.694099489332699	0.700296829351732	1.56445556946183	185	-10058	XM_011238652.1	-	0	0	1	0	0
chr1	82551038	82551038	+	0.204351669838601	0.377651302391566	4.80130204801301	186	-10065	XM_011238652.1	-	0	0	1	0	0
chr1	82551089	82551089	+	0.798691254400573	0.743407511885166	-0.786660391313121	187	-10116	XM_011238652.1	-	0	0	1	0	0
chr1	83031187	83031187	+	0.820844464103199	0.752211972173689	1.57243225158915	188	-3844	XM_006496580.3	-	0	0	1	0	0
chr1	83031301	83031301	+	0.203583805532306	0.376729652307835	-5.61627925476906	189	-3958	XM_006496580.3	-	0	0	1	0	0
chr1	83373400	83373400	+	0.355315954192666	0.502870910145114	-6.86203394748295	190	34318	XM_006496576.4	-	0	0	1	0	0
chr1	83373538	83373538	+	0.319622019062191	0.47662026129138	-5.80003109936246	191	34180	XM_006496576.4	-	0	0	1	0	0
chr1	83616903	83616903	+	0.881860612680821	0.776968351554795	-0.57569764886839	192	-208493	XM_006496577.4	-	0	0	0	0	0
chr1	83616912	83616912	+	0.758812792981736	0.726582248674391	0.851532758966145	193	-208502	XM_006496577.4	-	0	0	0	0	0
chr1	84958518	84958518	+	0.0489438589634713	0.163034778137993	4.59770114942529	194	-23238	XM_006496551.4	-	0	0	0	0	0
chr1	84958522	84958522	+	0.527818388161304	0.616296590754692	3.89096962130669	195	-23242	XM_006496551.4	-	0	0	0	0	0
chr1	84958531	84958531	+	1	0.799651565933561	0	196	-23251	XM_006496551.4	-	0	0	0	0	0
chr1	84958535	84958535	+	0.50385959816432	0.601611842569469	2.87878787878788	197	-23255	XM_006496551.4	-	0	0	0	0	0
chr1	84958697	84958697	+	0.229689514514933	0.40097123168204	9.68096809680967	198	-23417	XM_006496551.4	-	0	0	0	0	0
chr1	84959627	84959627	+	0.882131997936504	0.777029628382301	-0.828157349896474	199	-24347	XM_006496551.4	-	0	0	0	0	0
chr1	84959858	84959858	+	0.0945020181020407	0.244909145164351	-5.74123989218329	200	-24578	XM_006496551.4	-	0	0	0	0	0
chr1	84959880	84959880	+	0.151796125826241	0.321088369954924	-9.69572368421053	201	-24600	XM_006496551.4	-	0	0	0	0	0
chr1	84960013	84960013	+	0.989518428325216	0.799651565933561	0.0447227191413213	202	-24733	XM_006496551.4	-	0	0	0	0	0
chr1	84960127	84960127	+	0.724634347210751	0.713038302002745	1.25400991542723	203	-24847	XM_006496551.4	-	0	0	0	0	0
chr1	84960156	84960156	+	0.405344888716843	0.537838027424194	5.44444444444445	204	-24876	XM_006496551.4	-	0	0	0	0	0
chr1	84960224	84960224	+	0.357460769420297	0.504173165731997	-5.41439806412584	205	-24944	XM_006496551.4	-	0	0	0	0	0
chr1	84962873	84962873	+	0.00378765936130552	0.0247392676957761	9.92517941670484	206	-27593	XM_006496551.4	-	0	0	0	0	0
chr1	84962878	84962878	+	0.0921980026426682	0.2416675572882	4.69569362784046	207	-27598	XM_006496551.4	-	0	0	0	0	0
chr1	84962885	84962885	+	0.0426217098538007	0.149257037289684	7.15447154471545	208	-27605	XM_006496551.4	-	0	0	0	0	0
chr1	84962939	84962939	+	0.259241738791154	0.426246071172796	-4.11529986302186	209	-27659	XM_006496551.4	-	0	0	0	0	0
chr1	84962998	84962998	+	0.681282304461391	0.694589654008425	-1.55060034305317	210	-27718	XM_006496551.4	-	0	0	0	0	0
chr1	84963056	84963056	+	0.592549035059385	0.651781773571471	-1.07816711590296	211	-27776	XM_006496551.4	-	0	0	0	0	0
chr1	84963069	84963069	+	0.4718684273374	0.581254073829016	-1.86117958060944	212	-27789	XM_006496551.4	-	0	0	0	0	0
chr1	84963105	84963105	+	0.618813564795904	0.664027831014345	-2.05563259645974	213	-27825	XM_006496551.4	-	0	0	0	0	0
