chr	start	end	strand	pvalue	qvalue	meth.diff
chr14	44596186	44596186	+	0.000447177217959805	0.00743668824686923	35.4166666666667
chr14	104715980	104715980	+	0.0001056306520607	0.00198167660123413	27.9784240150094
chr14	104716000	104716000	+	0.00225402914789136	0.0310196034879733	27.536231884058
chr15	6683827	6683827	+	0.000201819722014609	0.00359543351751114	38.0952380952381
chr15	36135311	36135311	+	0.000557739409461911	0.00903359486333938	31.4285714285714
chr15	103897278	103897278	+	0.00148553658632291	0.0216010508323655	31.3186813186813
chr16	3252269	3252269	+	0.00159042669370825	0.0229118135573963	34.1197822141561
chr17	35433624	35433624	+	0.0026167327108073	0.0351155109357048	38.9277389277389
chr17	39844637	39844637	+	1.23965504446411e-68	1.21044354825041e-65	25.7445550969067
chr17	39848822	39848822	+	3.58943341834464e-05	0.000733086415305829	29.6296296296296
chr18	82167648	82167648	+	0.000968974888359722	0.0149077982057763	29.7297297297297
chr19	3242469	3242469	+	0.00155253669375148	0.0224190141818356	30
chr2	20899896	20899896	+	1.59189080605662e-05	0.000339313536109852	39.5798319327731
chr2	20899901	20899901	+	1.20525261283515e-06	2.87037020211581e-05	42.7572427572428
chr2	20899927	20899927	+	7.18672005578667e-05	0.00139023380793287	28.9596273291925
chr2	20899944	20899944	+	2.46781534187999e-07	6.25499721837637e-06	34.8274532485059
chr2	20899956	20899956	+	0.000142186166877363	0.00258929742022998	25.5836203597398
chr2	20900006	20900006	+	3.93868896334242e-06	8.86535828368734e-05	30.3973380309258
chr2	20900119	20900119	+	0.00310213015634655	0.040645143051506	28.2943143812709
chr3	106125076	106125076	+	0.00336732671777514	0.0435906215587104	38.1428571428571
chr3	106254308	106254308	+	0.00333587756440526	0.0432654490158917	26.1111111111111
chr4	145837129	145837129	+	4.34961727995333e-07	1.07327992007659e-05	42.0170051960321
chr4	145837212	145837212	+	0.00394550078399984	0.0498171744944988	26.7040149393091
chr4	145837237	145837237	+	8.43544537000391e-05	0.00161503347721488	31.1507936507937
chr4	145837334	145837334	+	1.90083800374137e-05	0.00040182444610799	38.7837837837838
chr4	146239592	146239592	+	0.00121544633777213	0.0182585430875851	40.9090909090909
chr4	146239627	146239627	+	8.26664652515351e-06	0.00018052059586845	58.2010582010582
chr4	146239634	146239634	+	0.000505778517878898	0.00832348727304622	46.031746031746
chr4	146239636	146239636	+	0.000544810064954211	0.00887324299353905	33.3333333333333
chr4	146240105	146240105	+	0.00314946670023178	0.041107760585727	27.3504273504274
chr4	146475317	146475317	+	0.00358123047740266	0.0457245787981445	35.7692307692308
chr4	146475324	146475324	+	0.00012105117043264	0.00224427901519685	42.5161290322581
chr4	147268736	147268736	+	0.00184856214434131	0.0261939381008703	27.2893772893773
chr4	147615513	147615513	+	2.76061758862701e-05	0.000574937204403287	31.2285012285012
chr4	147615546	147615546	+	0.000403453319140382	0.00677548848342698	26.9041095890411
chr4	147711017	147711017	+	0.000507793665259393	0.00834994871257259	28.6799620132953
chr4	147739651	147739651	+	0.000666709268240717	0.0105812496608605	31.0049019607843
chr4	147764347	147764347	+	4.58725313143602e-09	1.33421731203474e-07	52.3584905660377
chr4	147772586	147772586	+	0.00118426188069742	0.0178686308295209	32.5223435948361
chr5	14978465	14978465	+	0.00268543025974893	0.0357798273941031	31.7813765182186
chr5	15595027	15595027	+	0.000554080350617562	0.00899527323494764	30.4347826086957
chr5	15624748	15624748	+	0.000484953834088794	0.0080064829676686	38.1752701080432
chr5	21661677	21661677	+	0.00228007160685986	0.0313359341582149	38.3333333333333
chr5	25938626	25938626	+	0.000606211938217788	0.00970372181377788	37.6306620209059
chr5	86219539	86219539	+	0.00050940953501949	0.00836980745099162	36.9495166487648
chr5	93652624	93652624	+	0.00104617679967887	0.015973204608378	29.0744466800805
chr5	93657435	93657435	+	0.000241470946662183	0.00425012733718038	34.8951048951049
chr5	93662483	93662483	+	1.35652483855424e-08	3.8103763491262e-07	44.7268526159432
chr5	93662653	93662653	+	0.00028745325766293	0.00497406970624666	29.95670995671
chr5	93663132	93663132	+	0.00064251847228433	0.0102289896160512	29.5310853530032
chr5	93700244	93700244	+	0.000441178365697134	0.00734288087161258	46.6666666666667
chr6	3183151	3183151	+	0.000278841358995635	0.00483974099638945	35.4615384615385
chr6	47744008	47744008	+	7.49685411994825e-05	0.00144886078809168	25.8835758835759
chr6	47753401	47753401	+	0.00125343397156021	0.018765348333377	28.9855072463768
chr6	67674370	67674370	+	0.000344912362052095	0.00586441147871229	31.6436251920123
chr8	19682634	19682634	+	0.00313848796649122	0.0409905549562945	39.3939393939394
chr8	19691648	19691648	+	0.000597165384611713	0.00960324023862094	27.3972602739726
chr8	19711374	19711374	+	0.00204377595665269	0.0284314353149167	26.5454545454546
chr8	71823229	71823229	+	5.78874892038318e-05	0.00113914754026514	51.9762845849802
chrX	170735578	170735578	+	0.00335174020936168	0.0434248467901481	27.3638489809556
chrX	170736849	170736849	+	0.00195261347964292	0.0273114837998672	26.8292682926829
chrY	90739663	90739663	+	0.000324856267698615	0.00555102249150562	26.6321754126632
